_date_,_time_,comp,round,_day_,home,away,homegoal,xg_home,homeshots,homeshots_on_target,home_distance,home_freekicks,home_penkicks,home_penkicksattempt,awaygoal,xg_away,awayshots,awayshots_on_target,away_distance,away_freekicks,away_penkicks,away_penkicksattempt
2019-03-03,20:45:00,La Liga,Matchweek 26,Sun,Valencia,Athletic Club,2,1.3,11,3,18.1,1,0,0,0,0.3,4,1,15.8,0,0,0
2019-03-03,16:15:00,La Liga,Matchweek 26,Sun,Betis,Getafe,1,0.8,7,3,18.1,0,0,0,2,1.3,11,5,12.6,0,0,0
2019-03-03,12:00:00,La Liga,Matchweek 26,Sun,Eibar,Celta Vigo,1,2.3,13,4,17.2,1,0,1,0,0.9,4,1,12.5,0,0,0
2019-03-03,18:30:00,La Liga,Matchweek 26,Sun,Real Sociedad,Atlético Madrid,0,1.2,18,3,18.4,0,0,0,2,2.0,8,3,13.0,0,0,0
2019-03-04,21:00:00,La Liga,Matchweek 26,Mon,Leganés,Levante,1,1.4,11,3,17.0,1,0,0,0,1.5,12,3,16.9,0,0,0
2019-03-08,21:00:00,La Liga,Matchweek 27,Fri,Athletic Club,Espanyol,1,0.7,15,6,14.1,0,0,0,1,0.4,5,2,18.7,0,0,0
2019-03-09,18:30:00,La Liga,Matchweek 27,Sat,Barcelona,Rayo Vallecano,3,2.9,11,5,17.3,2,1,1,1,0.3,8,1,24.1,0,0,0
2019-03-09,13:00:00,La Liga,Matchweek 27,Sat,Alavés,Eibar,1,1.8,16,3,14.5,0,0,0,1,2.0,20,2,13.6,0,0,0
2019-03-09,20:45:00,La Liga,Matchweek 27,Sat,Getafe,Huesca,2,1.6,12,5,18.2,1,1,1,1,0.7,8,1,16.2,0,0,0
2019-03-09,16:15:00,La Liga,Matchweek 27,Sat,Atlético Madrid,Leganés,1,1.3,12,4,22.1,1,0,1,0,0.1,3,2,24.1,0,0,0
2019-03-10,12:00:00,La Liga,Matchweek 27,Sun,Celta Vigo,Betis,0,0.5,7,1,15.1,0,0,0,1,1.2,14,4,18.6,1,0,0
2019-03-10,16:15:00,La Liga,Matchweek 27,Sun,Girona,Valencia,2,1.9,15,5,16.5,1,1,1,3,1.0,11,6,19.1,0,0,0
2019-03-10,20:45:00,La Liga,Matchweek 27,Sun,Valladolid,Real Madrid,1,2.3,9,3,16.0,1,0,1,4,2.7,14,5,15.5,0,1,1
2019-03-10,18:30:00,La Liga,Matchweek 27,Sun,Sevilla,Real Sociedad,5,2.0,19,9,16.8,0,0,0,2,1.2,8,1,25.1,1,1,1
2019-03-10,18:30:00,La Liga,Matchweek 27,Sun,Levante,Villarreal,0,1.0,10,3,18.8,2,0,0,2,0.8,13,5,16.4,0,0,0
2019-03-15,21:00:00,La Liga,Matchweek 28,Fri,Real Sociedad,Levante,1,2.0,19,6,19.3,1,0,0,1,0.8,6,3,15.8,0,0,0
2019-03-16,18:30:00,La Liga,Matchweek 28,Sat,Athletic Club,Atlético Madrid,2,1.1,9,5,14.9,0,0,0,0,0.6,9,2,19.7,0,0,0
2019-03-16,20:45:00,La Liga,Matchweek 28,Sat,Leganés,Girona,0,0.5,13,3,18.7,0,0,0,2,1.3,8,4,18.2,1,0,0
2019-03-16,16:15:00,La Liga,Matchweek 28,Sat,Real Madrid,Celta Vigo,2,2.3,21,7,17.0,0,0,0,0,0.4,6,1,19.3,0,0,0
2019-03-16,13:00:00,La Liga,Matchweek 28,Sat,Huesca,Alavés,1,1.5,5,0,15.6,0,1,1,3,2.0,9,3,14.0,0,1,1
2019-03-17,12:00:00,La Liga,Matchweek 28,Sun,Eibar,Valladolid,1,1.4,13,3,16.3,1,0,0,2,2.0,7,2,14.9,0,1,1
2019-03-17,16:15:00,La Liga,Matchweek 28,Sun,Espanyol,Sevilla,0,0.8,13,3,16.1,1,0,0,1,1.2,9,1,18.6,0,1,1
2019-03-17,18:30:00,La Liga,Matchweek 28,Sun,Villarreal,Rayo Vallecano,3,2.1,12,4,14.8,0,0,0,1,0.2,7,3,25.9,0,0,0
2019-03-17,20:45:00,La Liga,Matchweek 28,Sun,Betis,Barcelona,1,1.0,13,3,17.9,1,0,0,4,2.9,16,9,15.4,2,0,0
2019-03-17,18:30:00,La Liga,Matchweek 28,Sun,Valencia,Getafe,0,0.5,7,2,14.8,0,0,0,0,0.3,8,1,21.2,0,0,0
2019-03-29,21:00:00,La Liga,Matchweek 29,Fri,Girona,Athletic Club,1,0.3,6,2,20.4,0,0,0,2,0.7,8,5,12.7,0,0,0
2019-03-30,16:15:00,La Liga,Matchweek 29,Sat,Barcelona,Espanyol,2,1.1,13,3,15.9,2,0,0,0,0.2,3,2,20.3,1,0,0
2019-03-30,18:30:00,La Liga,Matchweek 29,Sat,Celta Vigo,Villarreal,3,1.5,14,4,20.3,1,1,1,2,2.2,15,4,15.7,0,0,0
2019-03-30,20:45:00,La Liga,Matchweek 29,Sat,Alavés,Atlético Madrid,0,0.7,15,3,17.4,0,0,0,4,1.5,11,7,17.9,0,0,0
2019-03-30,13:00:00,La Liga,Matchweek 29,Sat,Getafe,Leganés,0,0.5,8,2,18.9,0,0,0,2,1.2,6,2,13.6,0,0,1
2019-03-31,20:45:00,La Liga,Matchweek 29,Sun,Real Madrid,Huesca,3,3.5,16,8,15.3,1,0,0,2,1.6,15,3,16.2,2,0,0
2019-03-31,16:15:00,La Liga,Matchweek 29,Sun,Sevilla,Valencia,0,1.1,17,6,18.5,0,0,0,1,0.9,3,0,27.3,1,1,1
2019-03-31,18:30:00,La Liga,Matchweek 29,Sun,Valladolid,Real Sociedad,1,1.2,9,3,15.9,0,0,0,1,0.4,10,1,19.9,0,0,0
2019-03-31,14:00:00,La Liga,Matchweek 29,Sun,Rayo Vallecano,Betis,1,2.2,20,5,17.6,0,0,0,1,0.5,8,2,18.9,3,0,0
2019-03-31,12:00:00,La Liga,Matchweek 29,Sun,Levante,Eibar,2,1.0,7,2,16.0,0,0,0,2,1.7,16,3,15.9,1,0,0
2019-04-02,20:30:00,La Liga,Matchweek 30,Tue,Espanyol,Getafe,1,1.5,8,3,11.5,0,0,0,1,1.3,14,3,16.5,0,0,0
2019-04-02,21:30:00,La Liga,Matchweek 30,Tue,Villarreal,Barcelona,4,2.8,16,9,16.4,1,0,0,4,2.4,15,9,19.2,2,0,0
2019-04-02,19:30:00,La Liga,Matchweek 30,Tue,Atlético Madrid,Girona,2,2.5,14,7,16.3,0,0,0,0,0.4,11,4,20.1,0,0,0
2019-04-03,19:30:00,La Liga,Matchweek 30,Wed,Athletic Club,Levante,3,1.7,13,6,19.5,0,1,1,2,1.3,10,5,21.1,1,1,1
2019-04-03,20:30:00,La Liga,Matchweek 30,Wed,Huesca,Celta Vigo,3,2.6,21,6,13.6,1,0,0,3,1.4,11,5,14.8,2,0,0
2019-04-03,20:30:00,La Liga,Matchweek 30,Wed,Eibar,Rayo Vallecano,2,1.4,13,6,14.3,0,0,0,1,0.7,13,3,22.2,1,0,0
2019-04-03,21:30:00,La Liga,Matchweek 30,Wed,Valencia,Real Madrid,2,1.5,11,4,12.8,0,0,0,1,0.7,13,5,19.5,0,0,0
2019-04-04,20:30:00,La Liga,Matchweek 30,Thu,Leganés,Valladolid,1,1.8,18,2,15.5,0,0,0,0,0.8,8,1,20.1,0,0,0
2019-04-04,19:30:00,La Liga,Matchweek 30,Thu,Sevilla,Alavés,2,1.4,18,5,17.8,0,0,0,0,0.4,4,2,8.1,0,0,0
2019-04-04,21:30:00,La Liga,Matchweek 30,Thu,Real Sociedad,Betis,2,2.0,15,7,16.0,1,0,0,1,1.2,11,6,16.9,1,0,0
2019-04-06,20:45:00,La Liga,Matchweek 31,Sat,Barcelona,Atlético Madrid,2,2.2,20,11,19.5,1,0,0,0,0.5,9,2,16.7,1,0,0
2019-04-06,13:00:00,La Liga,Matchweek 31,Sat,Girona,Espanyol,1,1.7,12,1,18.8,0,1,1,2,0.4,9,2,21.7,0,0,0
2019-04-06,16:15:00,La Liga,Matchweek 31,Sat,Real Madrid,Eibar,2,1.3,13,6,16.5,0,0,0,1,0.5,3,1,16.0,0,0,0
2019-04-06,18:30:00,La Liga,Matchweek 31,Sat,Rayo Vallecano,Valencia,2,1.8,15,5,17.4,1,0,0,0,2.1,9,2,18.7,0,0,1
2019-04-07,18:30:00,La Liga,Matchweek 31,Sun,Celta Vigo,Real Sociedad,3,2.6,10,3,14.0,0,1,1,1,1.4,13,6,20.8,0,1,1
2019-04-07,12:00:00,La Liga,Matchweek 31,Sun,Alavés,Leganés,1,0.9,6,0,25.9,1,1,1,1,0.8,9,5,18.7,1,0,0
2019-04-07,20:45:00,La Liga,Matchweek 31,Sun,Betis,Villarreal,2,2.4,18,7,14.4,0,0,0,1,1.5,9,3,15.1,1,0,1
2019-04-07,18:30:00,La Liga,Matchweek 31,Sun,Levante,Huesca,2,2.6,13,7,19.2,1,1,1,2,0.8,15,3,15.0,1,0,0
2019-04-07,14:00:00,La Liga,Matchweek 31,Sun,Getafe,Athletic Club,1,0.7,6,2,16.1,0,0,0,0,0.5,7,1,21.8,1,0,0
2019-04-07,16:15:00,La Liga,Matchweek 31,Sun,Valladolid,Sevilla,0,0.8,10,5,17.8,0,0,0,2,1.7,15,4,13.5,0,0,0
2019-04-13,20:45:00,La Liga,Matchweek 32,Sat,Sevilla,Betis,3,1.7,11,5,17.8,0,0,0,2,1.1,13,6,19.5,2,0,0
2019-04-13,16:15:00,La Liga,Matchweek 32,Sat,Huesca,Barcelona,0,0.3,7,0,17.9,0,0,0,0,1.0,10,2,15.7,0,0,0
2019-04-13,18:30:00,La Liga,Matchweek 32,Sat,Atlético Madrid,Celta Vigo,2,1.5,11,4,18.1,1,0,0,0,0.9,10,3,16.7,0,0,0
2019-04-13,13:00:00,La Liga,Matchweek 32,Sat,Espanyol,Alavés,2,0.5,6,2,20.8,0,0,0,1,0.8,12,3,12.2,0,0,0
2019-04-14,12:00:00,La Liga,Matchweek 32,Sun,Valladolid,Getafe,2,1.2,7,3,17.5,0,1,1,2,1.2,7,2,21.2,0,1,1
2019-04-14,14:00:00,La Liga,Matchweek 32,Sun,Athletic Club,Rayo Vallecano,3,2.1,14,7,16.0,0,0,1,2,1.0,8,4,22.8,0,0,0
2019-04-14,20:45:00,La Liga,Matchweek 32,Sun,Valencia,Levante,3,2.4,20,5,14.4,0,0,0,1,0.2,6,3,21.1,0,0,0
2019-04-14,18:30:00,La Liga,Matchweek 32,Sun,Girona,Villarreal,0,0.8,12,4,11.8,0,0,0,1,1.4,17,6,18.6,0,0,0
2019-04-14,16:15:00,La Liga,Matchweek 32,Sun,Real Sociedad,Eibar,1,0.6,3,2,13.2,0,0,0,1,1.0,17,2,16.5,2,0,0
2019-04-15,21:00:00,La Liga,Matchweek 32,Mon,Leganés,Real Madrid,1,0.5,5,2,13.1,0,0,0,1,0.9,13,6,18.8,1,0,0
2019-04-19,21:00:00,La Liga,Matchweek 33,Fri,Alavés,Valladolid,2,1.5,9,3,12.9,1,0,0,2,1.5,12,7,19.9,0,1,1
2019-04-20,13:00:00,La Liga,Matchweek 33,Sat,Celta Vigo,Girona,2,1.3,13,8,15.7,0,0,0,1,0.7,9,1,20.1,0,0,0
2019-04-20,20:45:00,La Liga,Matchweek 33,Sat,Barcelona,Real Sociedad,2,1.0,11,4,15.1,2,0,0,1,1.0,9,3,16.0,0,0,0
2019-04-20,16:15:00,La Liga,Matchweek 33,Sat,Eibar,Atlético Madrid,0,0.5,10,2,19.2,0,0,0,1,1.4,8,4,15.5,0,0,0
2019-04-20,18:30:00,La Liga,Matchweek 33,Sat,Rayo Vallecano,Huesca,0,1.0,15,3,17.9,0,0,0,0,0.5,9,3,21.5,0,0,0
2019-04-21,18:30:00,La Liga,Matchweek 33,Sun,Villarreal,Leganés,2,1.2,11,5,15.9,0,0,0,1,1.2,5,1,14.2,0,1,1
2019-04-21,20:45:00,La Liga,Matchweek 33,Sun,Betis,Valencia,1,1.7,20,6,17.4,0,1,1,2,0.4,4,3,17.2,0,0,0
2019-04-21,14:00:00,La Liga,Matchweek 33,Sun,Getafe,Sevilla,3,2.6,7,1,16.6,0,2,2,0,0.5,10,2,22.5,0,0,0
2019-04-21,16:15:00,La Liga,Matchweek 33,Sun,Real Madrid,Athletic Club,3,1.4,11,4,13.5,0,0,0,0,0.4,5,3,15.6,0,0,0
2019-04-21,12:00:00,La Liga,Matchweek 33,Sun,Levante,Espanyol,2,1.7,18,5,16.2,0,0,0,2,1.3,14,7,15.3,0,0,0
2019-04-23,20:30:00,La Liga,Matchweek 34,Tue,Valladolid,Girona,1,0.8,13,4,22.5,0,0,0,0,0.4,5,0,10.7,0,0,0
2019-04-23,19:30:00,La Liga,Matchweek 34,Tue,Huesca,Eibar,2,1.2,14,3,17.7,0,0,0,0,0.6,6,4,18.7,0,0,0
2019-04-23,21:30:00,La Liga,Matchweek 34,Tue,Alavés,Barcelona,0,0.3,6,1,17.8,0,0,0,2,2.5,15,5,17.6,1,1,1
2019-04-24,19:30:00,La Liga,Matchweek 34,Wed,Atlético Madrid,Valencia,3,1.2,14,6,15.8,1,0,0,2,1.7,11,3,17.2,1,1,1
2019-04-24,20:30:00,La Liga,Matchweek 34,Wed,Espanyol,Celta Vigo,1,1.4,9,2,14.4,0,0,0,1,2.4,18,6,13.1,1,0,0
2019-04-24,20:30:00,La Liga,Matchweek 34,Wed,Leganés,Athletic Club,0,0.4,14,1,21.6,1,0,0,1,0.4,3,2,16.5,0,0,0
2019-04-24,21:30:00,La Liga,Matchweek 34,Wed,Levante,Betis,4,1.1,4,3,28.0,1,1,1,0,0.3,7,2,19.2,0,0,0
2019-04-25,20:30:00,La Liga,Matchweek 34,Thu,Real Sociedad,Villarreal,0,0.8,13,2,18.5,0,0,0,1,0.8,8,3,14.5,0,0,0
2019-04-25,19:30:00,La Liga,Matchweek 34,Thu,Sevilla,Rayo Vallecano,5,3.6,19,11,17.0,1,0,0,0,0.6,12,2,17.7,0,0,0
2019-04-25,21:30:00,La Liga,Matchweek 34,Thu,Getafe,Real Madrid,0,0.6,9,5,17.0,1,0,0,0,1.5,11,5,18.8,0,0,0
2019-04-27,16:15:00,La Liga,Matchweek 35,Sat,Atlético Madrid,Valladolid,1,0.8,11,1,18.1,1,0,0,0,0.7,13,4,16.1,0,0,0
2019-04-27,20:45:00,La Liga,Matchweek 35,Sat,Barcelona,Levante,1,2.1,23,12,17.2,1,0,0,0,0.7,7,2,17.4,2,0,0
2019-04-27,18:30:00,La Liga,Matchweek 35,Sat,Leganés,Celta Vigo,0,0.4,9,1,17.8,0,0,0,0,0.5,8,1,22.3,0,0,0
2019-04-27,13:00:00,La Liga,Matchweek 35,Sat,Athletic Club,Alavés,1,1.0,12,1,15.6,1,0,0,1,1.5,14,3,16.3,0,0,0
2019-04-28,16:15:00,La Liga,Matchweek 35,Sun,Real Sociedad,Getafe,2,2.1,9,5,13.3,0,1,1,1,0.8,13,3,17.5,0,0,0
2019-04-28,20:45:00,La Liga,Matchweek 35,Sun,Rayo Vallecano,Real Madrid,1,1.5,10,3,25.7,0,1,1,0,0.5,8,3,17.5,1,0,0
2019-04-28,18:30:00,La Liga,Matchweek 35,Sun,Villarreal,Huesca,1,0.9,18,5,18.7,1,0,0,1,1.7,15,3,11.2,0,0,0
2019-04-28,14:00:00,La Liga,Matchweek 35,Sun,Girona,Sevilla,1,1.6,16,5,16.9,0,0,0,0,0.6,7,3,19.9,0,0,0
2019-04-28,12:00:00,La Liga,Matchweek 35,Sun,Valencia,Eibar,0,0.5,8,2,19.5,1,0,0,1,0.9,13,3,21.5,0,0,0
2019-04-29,21:00:00,La Liga,Matchweek 35,Mon,Betis,Espanyol,1,1.3,17,5,19.8,2,0,0,1,1.2,10,3,16.8,2,0,0
2019-05-03,21:00:00,La Liga,Matchweek 36,Fri,Sevilla,Leganés,0,0.3,7,3,22.2,1,0,0,3,1.4,10,4,16.0,0,0,0
2019-05-04,13:00:00,La Liga,Matchweek 36,Sat,Levante,Rayo Vallecano,4,1.9,9,5,15.0,0,0,1,1,1.3,18,3,18.6,2,0,0
2019-05-04,16:15:00,La Liga,Matchweek 36,Sat,Espanyol,Atlético Madrid,3,1.3,10,4,21.9,1,1,1,0,1.2,11,3,16.3,0,0,0
2019-05-04,18:30:00,La Liga,Matchweek 36,Sat,Alavés,Real Sociedad,0,0.8,17,6,20.5,0,0,0,1,0.8,8,2,16.8,0,0,0
2019-05-04,20:45:00,La Liga,Matchweek 36,Sat,Celta Vigo,Barcelona,2,1.8,13,5,15.9,1,1,1,0,0.5,8,1,19.4,0,0,0
2019-05-05,12:00:00,La Liga,Matchweek 36,Sun,Getafe,Girona,2,1.8,13,9,14.3,0,0,0,0,0.5,5,2,11.1,0,0,0
2019-05-05,18:30:00,La Liga,Matchweek 36,Sun,Valladolid,Athletic Club,1,0.5,9,2,22.2,1,0,0,0,1.1,8,1,7.4,0,0,0
2019-05-05,14:00:00,La Liga,Matchweek 36,Sun,Eibar,Betis,1,1.2,15,7,17.1,1,0,0,0,2.1,12,5,15.5,0,0,1
2019-05-05,16:15:00,La Liga,Matchweek 36,Sun,Real Madrid,Villarreal,3,2.9,24,11,17.3,0,0,0,2,0.8,15,7,20.2,0,0,0
2019-05-05,20:45:00,La Liga,Matchweek 36,Sun,Huesca,Valencia,2,2.6,22,3,18.5,2,1,1,6,2.4,10,7,13.6,0,0,0
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Leganés,Espanyol,0,1.0,12,4,13.8,0,0,0,2,2.8,17,6,22.8,0,1,1
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Real Sociedad,Real Madrid,3,2.0,17,7,18.1,0,0,1,1,0.6,6,2,13.8,0,0,0
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Rayo Vallecano,Valladolid,1,0.9,14,5,21.6,1,0,0,2,1.3,7,5,29.4,1,1,1
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Valencia,Alavés,3,1.3,10,4,13.4,1,0,0,1,0.7,10,3,16.5,1,0,0
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Atlético Madrid,Sevilla,1,1.4,11,4,22.5,1,0,0,1,0.9,11,5,19.8,1,0,0
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Athletic Club,Celta Vigo,3,2.4,7,3,15.5,0,1,1,1,1.0,3,1,17.3,0,1,1
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Barcelona,Getafe,2,2.3,13,8,13.6,0,0,0,0,1.1,11,0,18.3,0,0,0
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Betis,Huesca,2,2.4,17,7,15.4,1,0,0,1,1.4,8,1,23.4,2,1,1
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Villarreal,Eibar,1,1.4,11,3,14.9,0,0,0,0,0.3,5,0,12.1,0,0,0
2019-05-12,18:30:00,La Liga,Matchweek 37,Sun,Girona,Levante,1,1.4,14,6,13.4,0,0,0,2,0.5,6,2,20.8,0,0,0
2019-05-18,16:15:00,La Liga,Matchweek 38,Sat,Getafe,Villarreal,2,1.1,14,5,12.8,2,0,0,2,0.9,8,4,12.4,0,0,0
2019-05-18,16:15:00,La Liga,Matchweek 38,Sat,Valladolid,Valencia,0,0.9,19,5,18.2,2,0,0,2,1.7,9,6,14.4,0,0,0
2019-05-18,13:00:00,La Liga,Matchweek 38,Sat,Levante,Atlético Madrid,2,2.4,17,7,16.1,2,0,0,2,1.6,17,8,18.7,2,0,0
2019-05-18,16:15:00,La Liga,Matchweek 38,Sat,Sevilla,Athletic Club,2,1.7,8,3,11.9,0,0,0,0,0.6,8,1,12.6,0,0,0
2019-05-18,20:45:00,La Liga,Matchweek 38,Sat,Alavés,Girona,2,1.2,14,7,15.4,0,0,0,1,0.9,13,4,19.0,1,0,0
2019-05-18,20:45:00,La Liga,Matchweek 38,Sat,Huesca,Leganés,2,0.9,15,6,21.2,1,0,0,1,0.7,9,1,14.7,0,0,0
2019-05-18,16:15:00,La Liga,Matchweek 38,Sat,Espanyol,Real Sociedad,2,1.1,10,5,17.0,0,0,0,0,0.6,11,3,26.5,0,0,0
2019-05-18,20:45:00,La Liga,Matchweek 38,Sat,Celta Vigo,Rayo Vallecano,2,2.0,13,4,16.5,1,1,1,2,1.1,9,3,21.1,0,1,1
2019-05-19,12:00:00,La Liga,Matchweek 38,Sun,Real Madrid,Betis,0,0.6,9,2,21.0,0,0,0,2,1.2,9,7,16.9,0,0,0
2019-05-19,16:15:00,La Liga,Matchweek 38,Sun,Eibar,Barcelona,2,1.3,18,8,16.3,0,0,0,2,1.0,8,3,20.9,1,0,0
2019-08-16,21:00:00,La Liga,Matchweek 1,Fri,Athletic Club,Barcelona,1,0.5,11,5,21.4,0,0,0,0,0.9,11,2,13.1,0,0,0
2019-08-17,21:00:00,La Liga,Matchweek 1,Sat,Villarreal,Granada,4,1.6,10,5,23.4,0,1,1,4,2.2,13,7,17.8,0,1,1
2019-08-17,21:00:00,La Liga,Matchweek 1,Sat,Leganés,Osasuna,0,1.0,12,3,17.4,1,0,0,1,0.2,4,2,26.6,2,0,0
2019-08-17,20:00:00,La Liga,Matchweek 1,Sat,Mallorca,Eibar,2,1.7,15,2,16.9,0,0,0,1,0.7,11,5,12.9,0,0,0
2019-08-17,17:00:00,La Liga,Matchweek 1,Sat,Celta Vigo,Real Madrid,1,0.8,7,3,13.9,0,0,0,3,1.5,16,11,18.0,1,0,0
2019-08-17,19:00:00,La Liga,Matchweek 1,Sat,Valencia,Real Sociedad,1,2.3,12,6,22.2,0,0,1,1,1.3,8,2,22.5,1,1,1
2019-08-18,21:00:00,La Liga,Matchweek 1,Sun,Betis,Valladolid,1,0.9,12,5,18.9,1,0,0,2,0.7,14,3,20.2,2,0,0
2019-08-18,19:00:00,La Liga,Matchweek 1,Sun,Espanyol,Sevilla,0,0.2,7,2,22.1,0,0,0,2,1.3,11,4,14.2,0,0,0
2019-08-18,22:00:00,La Liga,Matchweek 1,Sun,Atlético Madrid,Getafe,1,1.6,4,4,13.3,0,0,1,0,0.4,6,0,18.2,2,0,0
2019-08-18,17:00:00,La Liga,Matchweek 1,Sun,Alavés,Levante,1,0.4,8,2,19.7,1,0,0,0,0.6,14,3,21.9,0,0,0
2019-08-23,22:00:00,La Liga,Matchweek 2,Fri,Levante,Villarreal,2,2.0,14,2,25.1,1,2,2,1,2.8,23,6,17.0,1,0,0
2019-08-23,20:00:00,La Liga,Matchweek 2,Fri,Granada,Sevilla,0,0.6,14,1,18.7,0,0,0,1,0.5,10,6,21.0,0,0,0
2019-08-24,21:00:00,La Liga,Matchweek 2,Sat,Celta Vigo,Valencia,1,1.8,11,5,17.0,0,0,1,0,0.9,10,1,13.5,0,0,0
2019-08-24,19:00:00,La Liga,Matchweek 2,Sat,Real Madrid,Valladolid,1,1.1,22,5,17.1,1,0,0,1,0.6,8,2,20.8,0,0,0
2019-08-24,17:00:00,La Liga,Matchweek 2,Sat,Osasuna,Eibar,0,0.6,6,1,22.0,0,0,0,0,0.6,12,0,17.9,2,0,0
2019-08-24,21:00:00,La Liga,Matchweek 2,Sat,Getafe,Athletic Club,1,0.3,6,1,14.3,0,0,0,1,0.3,4,2,10.5,0,0,0
2019-08-25,17:00:00,La Liga,Matchweek 2,Sun,Mallorca,Real Sociedad,0,0.8,14,4,17.7,0,0,0,1,1.3,12,4,17.3,2,0,0
2019-08-25,19:00:00,La Liga,Matchweek 2,Sun,Leganés,Atlético Madrid,0,0.4,8,3,19.4,1,0,0,1,1.1,6,4,21.8,0,0,0
2019-08-25,17:00:00,La Liga,Matchweek 2,Sun,Alavés,Espanyol,0,0.5,9,2,19.8,0,0,0,0,0.1,3,1,25.9,0,0,0
2019-08-25,21:00:00,La Liga,Matchweek 2,Sun,Barcelona,Betis,5,1.8,21,7,15.5,0,0,0,2,0.2,4,3,26.5,1,0,0
2019-08-30,20:00:00,La Liga,Matchweek 3,Fri,Sevilla,Celta Vigo,1,1.3,17,5,15.8,0,0,0,1,0.5,2,1,23.0,0,0,0
2019-08-30,22:00:00,La Liga,Matchweek 3,Fri,Athletic Club,Real Sociedad,2,0.9,15,5,21.1,2,0,0,0,0.3,2,2,18.4,0,0,0
2019-08-31,21:00:00,La Liga,Matchweek 3,Sat,Betis,Leganés,2,1.5,16,5,16.4,1,0,0,1,1.0,19,7,20.6,3,0,0
2019-08-31,19:00:00,La Liga,Matchweek 3,Sat,Getafe,Alavés,1,1.1,14,1,21.1,1,0,0,1,0.9,5,1,8.7,0,0,0
2019-08-31,17:00:00,La Liga,Matchweek 3,Sat,Osasuna,Barcelona,2,1.5,14,4,24.8,0,1,1,2,0.4,8,4,20.3,0,0,0
2019-08-31,19:00:00,La Liga,Matchweek 3,Sat,Levante,Valladolid,2,1.6,15,3,17.2,0,0,0,0,1.0,14,3,19.4,1,0,0
2019-09-01,19:00:00,La Liga,Matchweek 3,Sun,Atlético Madrid,Eibar,3,1.6,7,3,13.0,0,0,0,2,0.6,5,2,17.1,0,0,0
2019-09-01,19:00:00,La Liga,Matchweek 3,Sun,Espanyol,Granada,0,0.9,15,3,16.0,0,0,0,3,1.4,13,5,22.7,0,0,0
2019-09-01,21:00:00,La Liga,Matchweek 3,Sun,Villarreal,Real Madrid,2,1.6,8,5,16.7,1,0,0,2,1.7,16,5,17.8,1,0,0
2019-09-01,17:00:00,La Liga,Matchweek 3,Sun,Valencia,Mallorca,2,2.1,9,3,19.9,1,2,2,0,1.2,12,1,18.3,1,0,0
2019-09-13,21:00:00,La Liga,Matchweek 4,Fri,Mallorca,Athletic Club,0,1.6,8,1,18.9,2,0,1,0,1.2,9,4,23.7,0,0,1
2019-09-14,18:30:00,La Liga,Matchweek 4,Sat,Real Sociedad,Atlético Madrid,2,1.3,13,4,15.3,0,0,0,0,1.0,11,2,13.6,0,0,0
2019-09-14,21:00:00,La Liga,Matchweek 4,Sat,Barcelona,Valencia,5,2.1,17,10,19.2,0,0,0,2,1.3,9,4,16.1,0,0,0
2019-09-14,13:00:00,La Liga,Matchweek 4,Sat,Real Madrid,Levante,3,2.5,24,11,16.4,0,0,0,2,0.7,7,3,15.6,0,0,0
2019-09-14,16:00:00,La Liga,Matchweek 4,Sat,Leganés,Villarreal,0,0.6,11,4,20.8,0,0,0,3,0.9,6,3,17.9,1,0,0
2019-09-15,18:30:00,La Liga,Matchweek 4,Sun,Valladolid,Osasuna,1,0.7,11,1,22.5,1,0,0,1,1.9,15,5,16.5,0,0,0
2019-09-15,14:00:00,La Liga,Matchweek 4,Sun,Alavés,Sevilla,0,0.5,6,0,19.3,0,0,0,1,1.3,20,7,18.5,2,0,0
2019-09-15,12:00:00,La Liga,Matchweek 4,Sun,Eibar,Espanyol,1,0.5,11,1,16.5,0,0,0,2,1.5,7,2,18.7,0,0,0
2019-09-15,16:00:00,La Liga,Matchweek 4,Sun,Celta Vigo,Granada,0,0.2,4,0,19.1,0,0,0,2,1.1,13,3,20.1,0,0,0
2019-09-15,21:00:00,La Liga,Matchweek 4,Sun,Betis,Getafe,1,0.9,5,1,30.0,1,1,1,1,1.4,10,3,18.8,1,1,1
2019-09-20,21:00:00,La Liga,Matchweek 5,Fri,Osasuna,Betis,0,1.5,10,5,13.1,1,0,0,0,0.4,6,2,18.5,1,0,0
2019-09-21,18:30:00,La Liga,Matchweek 5,Sat,Atlético Madrid,Celta Vigo,0,1.1,20,4,16.1,1,0,0,0,0.4,5,3,18.6,0,0,0
2019-09-21,16:00:00,La Liga,Matchweek 5,Sat,Levante,Eibar,0,1.0,13,4,17.6,1,0,0,0,1.4,18,5,17.2,1,0,0
2019-09-21,13:00:00,La Liga,Matchweek 5,Sat,Villarreal,Valladolid,2,2.0,17,5,18.3,0,1,1,0,0.5,7,3,25.4,0,0,0
