_date_,_time_,comp,round,_day_,home,away,homegoal,xg_home,homeshots,homeshots_on_target,home_distance,home_freekicks,home_penkicks,home_penkicksattempt,awaygoal,xg_away,awayshots,awayshots_on_target,away_distance,away_freekicks,away_penkicks,away_penkicksattempt
2020-01-25,18:30:00,La Liga,Matchweek 21,Sat,Alavés,Villarreal,1,0.5,10,5,18.7,0,0,0,2,1.2,11,6,16.5,0,0,0
2020-01-25,21:00:00,La Liga,Matchweek 21,Sat,Sevilla,Granada,2,0.7,11,4,14.6,0,0,0,0,0.6,8,1,17.7,2,0,0
2020-01-26,16:00:00,La Liga,Matchweek 21,Sun,Getafe,Betis,1,1.3,6,2,22.0,1,1,1,0,1.3,8,1,13.6,0,0,0
2020-01-26,21:00:00,La Liga,Matchweek 21,Sun,Valladolid,Real Madrid,0,0.3,4,0,19.1,0,0,0,1,0.5,11,3,17.5,1,0,0
2020-01-26,18:30:00,La Liga,Matchweek 21,Sun,Real Sociedad,Mallorca,3,1.7,14,6,15.0,0,0,0,0,0.5,8,4,16.5,0,0,0
2020-01-26,12:00:00,La Liga,Matchweek 21,Sun,Atlético Madrid,Leganés,0,1.0,14,3,19.2,0,0,0,0,0.7,10,4,22.1,0,0,0
2020-01-26,14:00:00,La Liga,Matchweek 21,Sun,Celta Vigo,Eibar,0,1.1,18,4,19.3,0,0,0,0,0.1,5,3,23.1,0,0,0
2020-02-01,18:30:00,La Liga,Matchweek 22,Sat,Mallorca,Valladolid,0,0.5,16,4,22.6,0,0,0,1,0.8,14,7,24.1,0,0,0
2020-02-01,13:00:00,La Liga,Matchweek 22,Sat,Granada,Espanyol,2,0.7,8,2,18.9,0,0,0,1,1.8,18,3,23.8,0,1,1
2020-02-01,16:00:00,La Liga,Matchweek 22,Sat,Real Madrid,Atlético Madrid,1,1.1,16,5,19.6,0,0,0,0,0.2,4,1,18.9,0,0,0
2020-02-01,21:00:00,La Liga,Matchweek 22,Sat,Valencia,Celta Vigo,1,0.9,9,5,13.9,0,0,0,0,1.2,11,3,18.0,2,0,0
2020-02-02,16:00:00,La Liga,Matchweek 22,Sun,Athletic Club,Getafe,0,0.8,9,3,12.2,0,0,0,2,1.5,8,2,19.4,2,1,1
2020-02-02,18:30:00,La Liga,Matchweek 22,Sun,Villarreal,Osasuna,3,1.7,8,3,16.7,0,1,1,1,0.9,17,5,19.5,3,0,0
2020-02-02,12:00:00,La Liga,Matchweek 22,Sun,Leganés,Real Sociedad,2,1.1,12,5,15.1,2,0,0,1,0.1,2,1,13.3,0,0,0
2020-02-02,14:00:00,La Liga,Matchweek 22,Sun,Eibar,Betis,1,1.8,8,2,17.2,0,1,1,1,1.5,14,6,18.1,0,0,0
2020-02-02,18:30:00,La Liga,Matchweek 22,Sun,Sevilla,Alavés,1,1.4,12,2,16.5,1,1,1,1,0.6,4,3,18.3,0,0,0
2020-02-02,21:00:00,La Liga,Matchweek 22,Sun,Barcelona,Levante,2,3.5,23,8,15.1,0,0,0,1,1.2,9,5,15.9,0,0,0
2020-02-07,21:00:00,La Liga,Matchweek 23,Fri,Alavés,Eibar,2,1.2,9,4,18.4,0,0,0,1,0.2,5,1,22.6,0,0,0
2020-02-08,18:30:00,La Liga,Matchweek 23,Sat,Valladolid,Villarreal,1,0.6,8,1,20.5,1,0,0,1,1.0,8,3,19.1,0,0,0
2020-02-08,13:00:00,La Liga,Matchweek 23,Sat,Levante,Leganés,2,0.9,9,5,22.4,0,0,0,0,1.0,13,5,18.2,1,0,0
2020-02-08,21:00:00,La Liga,Matchweek 23,Sat,Atlético Madrid,Granada,1,0.8,6,3,19.2,1,0,0,0,0.7,10,1,19.6,2,0,0
2020-02-08,16:00:00,La Liga,Matchweek 23,Sat,Getafe,Valencia,3,2.8,22,10,16.1,0,0,0,0,0.3,5,0,18.9,0,0,0
2020-02-09,18:30:00,La Liga,Matchweek 23,Sun,Celta Vigo,Sevilla,2,1.2,13,7,18.3,0,0,0,1,1.0,11,4,18.6,1,0,0
2020-02-09,14:00:00,La Liga,Matchweek 23,Sun,Real Sociedad,Athletic Club,2,1.6,14,4,15.8,1,0,0,1,0.3,6,3,17.4,0,0,0
2020-02-09,21:00:00,La Liga,Matchweek 23,Sun,Betis,Barcelona,2,1.0,6,2,31.4,0,1,1,3,1.5,10,6,12.1,0,0,0
2020-02-09,12:00:00,La Liga,Matchweek 23,Sun,Espanyol,Mallorca,1,1.0,12,7,16.7,0,0,0,0,0.6,7,3,19.7,2,0,0
2020-02-09,16:00:00,La Liga,Matchweek 23,Sun,Osasuna,Real Madrid,1,0.8,14,4,17.1,0,0,0,4,2.4,18,6,13.3,0,0,0
2020-02-14,21:00:00,La Liga,Matchweek 24,Fri,Valencia,Atlético Madrid,2,1.4,9,3,15.8,0,0,0,2,0.9,8,3,21.1,0,0,0
2020-02-15,16:00:00,La Liga,Matchweek 24,Sat,Barcelona,Getafe,2,1.8,12,5,17.1,1,0,0,1,0.8,6,2,15.0,1,0,0
2020-02-15,18:30:00,La Liga,Matchweek 24,Sat,Villarreal,Levante,2,0.8,14,6,17.0,0,0,0,1,1.4,11,2,20.6,3,0,0
2020-02-15,21:00:00,La Liga,Matchweek 24,Sat,Granada,Valladolid,2,1.8,11,4,10.2,0,0,0,1,0.7,6,4,20.4,0,0,0
2020-02-15,13:00:00,La Liga,Matchweek 24,Sat,Mallorca,Alavés,1,1.8,13,5,18.0,0,0,1,0,0.9,9,0,14.9,0,0,0
2020-02-16,21:00:00,La Liga,Matchweek 24,Sun,Real Madrid,Celta Vigo,2,1.5,14,3,17.8,0,1,1,2,1.0,5,3,14.1,0,0,0
2020-02-16,18:30:00,La Liga,Matchweek 24,Sun,Athletic Club,Osasuna,0,0.7,10,2,16.4,1,0,0,1,0.4,6,2,14.6,0,0,0
2020-02-16,14:00:00,La Liga,Matchweek 24,Sun,Leganés,Betis,0,0.9,11,1,17.1,0,0,0,0,0.5,2,2,12.0,0,0,0
2020-02-16,12:00:00,La Liga,Matchweek 24,Sun,Sevilla,Espanyol,2,1.2,18,6,16.8,1,0,0,2,0.5,5,3,21.4,2,0,0
2020-02-21,21:00:00,La Liga,Matchweek 25,Fri,Betis,Mallorca,3,3.2,17,4,18.5,0,2,2,3,0.6,11,4,17.8,0,0,0
2020-02-22,21:00:00,La Liga,Matchweek 25,Sat,Levante,Real Madrid,1,0.3,8,3,19.0,0,0,0,0,1.6,19,8,16.8,0,0,0
2020-02-22,18:30:00,La Liga,Matchweek 25,Sat,Real Sociedad,Valencia,3,1.9,17,7,15.9,0,0,0,0,0.3,5,1,12.9,0,0,0
2020-02-22,13:00:00,La Liga,Matchweek 25,Sat,Celta Vigo,Leganés,1,0.2,3,1,19.8,0,0,0,0,0.4,11,2,23.0,0,0,0
2020-02-22,16:00:00,La Liga,Matchweek 25,Sat,Barcelona,Eibar,5,3.9,13,10,11.1,1,0,0,0,0.6,12,5,19.3,1,0,0
2020-02-23,14:00:00,La Liga,Matchweek 25,Sun,Alavés,Athletic Club,2,1.6,3,3,11.7,0,1,1,1,0.8,13,5,18.3,1,0,0
2020-02-23,18:30:00,La Liga,Matchweek 25,Sun,Getafe,Sevilla,0,0.3,8,2,19.4,1,0,0,3,2.3,8,5,9.8,1,0,0
2020-02-23,12:00:00,La Liga,Matchweek 25,Sun,Osasuna,Granada,0,0.7,15,1,18.8,0,0,0,3,1.5,11,4,18.9,1,0,0
2020-02-23,16:00:00,La Liga,Matchweek 25,Sun,Valladolid,Espanyol,2,1.4,21,6,23.4,3,0,0,1,1.2,5,1,23.0,0,1,1
2020-02-23,21:00:00,La Liga,Matchweek 25,Sun,Atlético Madrid,Villarreal,3,1.3,16,9,18.1,1,0,0,1,0.7,10,4,21.6,0,0,0
2020-02-28,21:00:00,La Liga,Matchweek 26,Fri,Real Sociedad,Valladolid,1,1.2,13,4,14.3,0,0,0,0,0.5,6,1,16.6,0,0,0
2020-02-29,18:30:00,La Liga,Matchweek 26,Sat,Leganés,Alavés,1,0.8,17,6,19.1,1,0,0,1,1.0,8,4,18.9,0,0,0
2020-02-29,13:00:00,La Liga,Matchweek 26,Sat,Eibar,Levante,3,2.4,15,9,12.9,0,0,1,0,0.8,11,3,16.5,0,0,0
2020-02-29,21:00:00,La Liga,Matchweek 26,Sat,Granada,Celta Vigo,0,0.7,14,0,21.7,2,0,0,0,0.3,6,2,22.3,0,0,0
2020-02-29,16:00:00,La Liga,Matchweek 26,Sat,Valencia,Betis,2,0.6,9,5,18.8,1,0,0,1,1.2,13,4,17.0,1,0,0
2020-03-01,18:30:00,La Liga,Matchweek 26,Sun,Mallorca,Getafe,0,0.1,4,1,26.3,0,0,0,1,0.7,9,5,14.5,0,0,0
2020-03-01,12:00:00,La Liga,Matchweek 26,Sun,Sevilla,Osasuna,3,1.8,12,5,12.7,1,0,0,2,1.6,12,3,19.2,2,1,1
2020-03-01,21:00:00,La Liga,Matchweek 26,Sun,Real Madrid,Barcelona,2,1.1,13,4,16.3,1,0,0,0,1.0,9,4,15.4,0,0,0
2020-03-01,16:00:00,La Liga,Matchweek 26,Sun,Espanyol,Atlético Madrid,1,1.1,9,3,15.4,1,0,0,1,0.8,5,2,12.8,0,0,0
2020-03-01,14:00:00,La Liga,Matchweek 26,Sun,Athletic Club,Villarreal,1,2.7,16,4,17.4,1,1,2,0,0.8,9,3,19.4,0,0,0
2020-03-06,21:00:00,La Liga,Matchweek 27,Fri,Alavés,Valencia,1,1.2,13,2,14.3,1,0,0,1,0.5,6,2,15.8,1,0,0
2020-03-07,16:00:00,La Liga,Matchweek 27,Sat,Atlético Madrid,Sevilla,2,2.6,20,2,17.3,1,1,1,2,1.5,10,3,16.5,0,1,1
2020-03-07,13:00:00,La Liga,Matchweek 27,Sat,Eibar,Mallorca,1,0.9,12,2,20.4,2,0,0,2,1.1,10,4,23.6,1,0,0
2020-03-07,18:30:00,La Liga,Matchweek 27,Sat,Barcelona,Real Sociedad,1,1.9,12,5,16.1,1,1,1,0,0.7,10,1,14.7,0,0,0
2020-03-07,21:00:00,La Liga,Matchweek 27,Sat,Getafe,Celta Vigo,0,1.0,19,5,18.7,0,0,0,0,0.6,4,2,11.5,0,0,0
2020-03-08,12:00:00,La Liga,Matchweek 27,Sun,Osasuna,Espanyol,1,2.0,15,5,18.3,1,1,1,0,0.3,8,2,21.6,0,0,0
2020-03-08,18:30:00,La Liga,Matchweek 27,Sun,Villarreal,Leganés,1,1.5,14,5,14.4,0,0,0,2,1.5,11,6,19.5,0,1,1
2020-03-08,16:00:00,La Liga,Matchweek 27,Sun,Levante,Granada,1,1.1,10,3,19.8,0,0,0,1,1.3,10,7,19.1,0,0,0
2020-03-08,14:00:00,La Liga,Matchweek 27,Sun,Valladolid,Athletic Club,1,1.9,19,2,17.3,1,0,0,4,0.7,10,5,17.7,1,0,0
2020-03-08,21:00:00,La Liga,Matchweek 27,Sun,Betis,Real Madrid,2,1.2,14,3,17.6,0,0,0,1,1.4,12,2,15.2,0,1,1
2020-03-10,20:00:00,La Liga,Matchweek 24,Tue,Eibar,Real Sociedad,1,2.2,12,2,23.4,0,1,2,2,1.5,5,1,16.1,0,1,1
2020-06-11,22:00:00,La Liga,Matchweek 28,Thu,Sevilla,Betis,2,1.5,12,4,15.4,0,1,1,0,0.5,11,1,21.3,0,0,0
2020-06-12,22:00:00,La Liga,Matchweek 28,Fri,Valencia,Levante,1,0.8,12,4,17.0,1,0,0,1,1.3,13,3,23.8,1,1,1
2020-06-12,19:30:00,La Liga,Matchweek 28,Fri,Granada,Getafe,2,1.7,10,4,14.4,1,0,0,1,0.7,6,2,21.5,0,0,0
2020-06-13,22:00:00,La Liga,Matchweek 28,Sat,Mallorca,Barcelona,0,0.8,12,3,18.5,1,0,0,4,2.4,12,7,10.2,0,0,0
2020-06-13,17:00:00,La Liga,Matchweek 28,Sat,Celta Vigo,Villarreal,0,0.1,3,0,19.0,0,0,0,1,2.0,16,5,15.3,0,0,0
2020-06-13,14:00:00,La Liga,Matchweek 28,Sat,Espanyol,Alavés,2,1.7,19,9,16.8,2,0,0,0,0.2,1,0,7.0,0,0,0
2020-06-13,19:30:00,La Liga,Matchweek 28,Sat,Leganés,Valladolid,1,1.2,10,1,23.1,0,1,1,2,1.3,6,2,18.9,1,0,0
2020-06-14,19:30:00,La Liga,Matchweek 28,Sun,Real Madrid,Eibar,3,1.3,6,5,13.4,0,0,0,1,0.6,9,5,18.8,0,0,0
2020-06-14,14:00:00,La Liga,Matchweek 28,Sun,Athletic Club,Atlético Madrid,1,0.4,10,4,17.1,0,0,0,1,1.4,9,2,16.6,1,0,0
2020-06-14,22:00:00,La Liga,Matchweek 28,Sun,Real Sociedad,Osasuna,1,1.4,9,4,13.8,0,0,0,1,1.3,7,0,16.8,0,1,1
2020-06-15,22:00:00,La Liga,Matchweek 29,Mon,Betis,Granada,2,1.7,16,5,21.1,1,1,1,2,0.7,7,5,19.5,1,0,0
2020-06-15,19:30:00,La Liga,Matchweek 29,Mon,Levante,Sevilla,1,0.8,10,3,16.3,0,0,0,1,0.8,10,4,21.1,2,0,0
2020-06-16,19:30:00,La Liga,Matchweek 29,Tue,Villarreal,Mallorca,1,1.6,10,4,18.4,0,0,0,0,1.4,15,4,17.0,2,0,0
2020-06-16,19:30:00,La Liga,Matchweek 29,Tue,Getafe,Espanyol,0,1.3,20,4,15.5,1,0,0,0,0.9,5,3,15.0,0,0,0
2020-06-16,22:00:00,La Liga,Matchweek 29,Tue,Barcelona,Leganés,2,1.5,9,4,18.2,2,1,1,0,0.8,6,1,15.0,0,0,0
2020-06-17,22:00:00,La Liga,Matchweek 29,Wed,Osasuna,Atlético Madrid,0,1.1,13,3,17.6,0,0,0,5,2.0,10,6,14.4,0,0,0
2020-06-17,19:30:00,La Liga,Matchweek 29,Wed,Eibar,Athletic Club,2,2.1,13,6,18.1,2,1,1,2,1.3,5,2,16.6,0,1,1
2020-06-17,19:30:00,La Liga,Matchweek 29,Wed,Valladolid,Celta Vigo,0,0.4,7,1,14.1,0,0,0,0,1.1,9,3,24.4,1,0,1
2020-06-18,19:30:00,La Liga,Matchweek 29,Thu,Alavés,Real Sociedad,2,1.9,16,7,14.2,1,0,0,0,0.4,9,1,18.8,1,0,0
2020-06-18,22:00:00,La Liga,Matchweek 29,Thu,Real Madrid,Valencia,3,1.8,20,14,18.9,1,0,0,0,0.4,4,2,21.9,0,0,0
2020-06-19,22:00:00,La Liga,Matchweek 30,Fri,Sevilla,Barcelona,0,0.5,8,4,19.6,0,0,0,0,0.6,10,3,20.8,3,0,0
2020-06-19,19:30:00,La Liga,Matchweek 30,Fri,Mallorca,Leganés,1,0.4,7,3,18.6,1,0,0,1,1.5,15,4,18.7,2,0,0
2020-06-19,19:30:00,La Liga,Matchweek 30,Fri,Granada,Villarreal,0,1.2,14,4,19.8,0,0,0,1,0.6,5,1,16.0,0,0,0
2020-06-20,19:30:00,La Liga,Matchweek 30,Sat,Getafe,Eibar,1,0.5,8,2,21.0,1,0,0,1,0.8,8,2,18.5,1,0,0
2020-06-20,17:00:00,La Liga,Matchweek 30,Sat,Athletic Club,Betis,1,1.4,12,4,15.0,0,0,0,0,1.4,8,5,15.9,1,0,1
2020-06-20,22:00:00,La Liga,Matchweek 30,Sat,Atlético Madrid,Valladolid,1,1.1,14,4,19.9,0,0,0,0,0.5,5,2,22.4,0,0,0
2020-06-20,14:00:00,La Liga,Matchweek 30,Sat,Espanyol,Levante,1,0.5,10,3,17.7,0,0,0,3,1.6,15,8,17.0,0,0,0
2020-06-21,14:00:00,La Liga,Matchweek 30,Sun,Celta Vigo,Alavés,6,2.7,12,8,17.5,1,2,2,0,0.4,4,2,16.5,0,0,0
2020-06-21,19:30:00,La Liga,Matchweek 30,Sun,Valencia,Osasuna,2,1.4,7,3,14.2,0,0,0,0,1.5,15,3,12.4,0,0,0
2020-06-21,22:00:00,La Liga,Matchweek 30,Sun,Real Sociedad,Real Madrid,1,0.6,11,2,19.8,0,0,0,2,1.4,9,6,21.5,0,1,1
2020-06-22,22:00:00,La Liga,Matchweek 31,Mon,Leganés,Granada,0,1.5,9,2,19.2,0,0,1,0,0.3,4,1,24.7,0,0,0
2020-06-22,19:30:00,La Liga,Matchweek 31,Mon,Villarreal,Sevilla,2,0.7,7,5,14.7,0,0,0,2,1.0,13,6,17.8,1,0,0
2020-06-23,22:00:00,La Liga,Matchweek 31,Tue,Barcelona,Athletic Club,1,1.7,18,5,17.5,2,0,0,0,0.7,7,0,18.6,0,0,0
2020-06-23,19:30:00,La Liga,Matchweek 31,Tue,Levante,Atlético Madrid,0,0.8,12,0,16.1,0,0,0,1,1.2,12,7,18.3,0,0,0
2020-06-23,19:30:00,La Liga,Matchweek 31,Tue,Valladolid,Getafe,1,1.5,5,1,18.8,1,1,1,1,0.7,15,1,19.7,3,0,0
2020-06-24,19:30:00,La Liga,Matchweek 31,Wed,Alavés,Osasuna,0,0.5,4,0,14.1,0,0,0,1,0.7,7,1,16.4,0,0,0
2020-06-24,19:30:00,La Liga,Matchweek 31,Wed,Real Sociedad,Celta Vigo,0,0.7,13,6,16.8,1,0,0,1,0.9,3,0,25.4,0,1,1
2020-06-24,22:00:00,La Liga,Matchweek 31,Wed,Real Madrid,Mallorca,2,1.5,15,6,17.7,1,0,0,0,0.6,11,4,20.3,2,0,0
2020-06-25,19:30:00,La Liga,Matchweek 31,Thu,Eibar,Valencia,1,0.5,14,5,19.1,1,0,0,0,0.5,7,0,17.1,0,0,0
2020-06-25,22:00:00,La Liga,Matchweek 31,Thu,Betis,Espanyol,1,0.6,12,6,16.6,1,0,0,0,1.0,9,2,23.1,1,0,0
2020-06-26,22:00:00,La Liga,Matchweek 32,Fri,Sevilla,Valladolid,1,1.3,14,2,18.0,1,1,1,1,0.6,11,5,23.3,1,0,0
2020-06-27,22:00:00,La Liga,Matchweek 32,Sat,Atlético Madrid,Alavés,2,1.5,13,3,19.0,0,1,1,1,1.0,5,1,23.1,1,1,1
2020-06-27,17:00:00,La Liga,Matchweek 32,Sat,Celta Vigo,Barcelona,2,2.6,10,6,13.1,1,0,0,2,1.8,18,2,18.0,1,0,0
2020-06-27,19:30:00,La Liga,Matchweek 32,Sat,Osasuna,Leganés,2,0.7,6,5,15.2,0,0,0,1,1.4,20,6,18.1,1,0,0
2020-06-27,14:00:00,La Liga,Matchweek 32,Sat,Athletic Club,Mallorca,3,2.3,11,5,22.6,0,1,1,1,1.2,12,1,22.4,1,1,1
2020-06-28,17:00:00,La Liga,Matchweek 32,Sun,Villarreal,Valencia,2,1.4,16,4,16.7,2,0,0,0,0.3,4,0,18.1,0,0,0
2020-06-28,19:30:00,La Liga,Matchweek 32,Sun,Granada,Eibar,1,1.2,13,5,19.2,1,0,0,2,1.7,13,6,17.4,0,0,0
2020-06-28,22:00:00,La Liga,Matchweek 32,Sun,Espanyol,Real Madrid,0,0.8,8,5,18.9,2,0,0,1,2.2,14,6,17.1,0,0,0
2020-06-28,14:00:00,La Liga,Matchweek 32,Sun,Levante,Betis,4,1.7,9,4,16.5,0,0,0,2,1.9,17,8,15.9,0,0,0
2020-06-29,22:00:00,La Liga,Matchweek 32,Mon,Getafe,Real Sociedad,2,1.1,10,3,25.3,0,1,1,1,0.8,5,1,14.8,0,0,0
2020-06-30,22:00:00,La Liga,Matchweek 33,Tue,Barcelona,Atlético Madrid,2,1.4,11,4,20.2,2,1,1,2,1.9,8,1,26.0,0,2,2
2020-06-30,19:30:00,La Liga,Matchweek 33,Tue,Mallorca,Celta Vigo,5,1.5,8,6,21.6,2,1,1,1,1.5,11,7,23.3,1,1,1
2020-06-30,21:00:00,La Liga,Matchweek 33,Tue,Leganés,Sevilla,0,0.6,9,3,21.5,0,0,0,3,1.3,11,6,16.3,0,0,0
2020-07-01,22:00:00,La Liga,Matchweek 33,Wed,Valladolid,Levante,0,1.7,16,3,22.3,2,0,1,0,0.2,7,2,23.8,0,0,0
2020-07-01,19:30:00,La Liga,Matchweek 33,Wed,Alavés,Granada,0,1.1,12,4,16.7,1,0,0,2,1.1,7,4,14.1,0,0,0
2020-07-01,22:00:00,La Liga,Matchweek 33,Wed,Betis,Villarreal,0,0.4,9,1,18.0,0,0,0,2,2.2,14,4,22.0,1,1,1
2020-07-01,19:30:00,La Liga,Matchweek 33,Wed,Valencia,Athletic Club,0,1.3,10,1,13.4,0,0,0,2,0.7,12,4,22.3,0,0,0
2020-07-02,22:00:00,La Liga,Matchweek 33,Thu,Real Madrid,Getafe,1,1.6,7,3,17.4,0,1,1,0,0.3,9,3,19.8,1,0,0
2020-07-02,19:30:00,La Liga,Matchweek 33,Thu,Real Sociedad,Espanyol,2,1.4,12,4,15.8,0,0,0,1,0.2,4,3,21.8,0,0,0
2020-07-02,19:30:00,La Liga,Matchweek 33,Thu,Eibar,Osasuna,0,1.0,11,4,17.2,0,0,0,2,0.9,9,6,18.7,1,0,0
2020-07-03,22:00:00,La Liga,Matchweek 34,Fri,Atlético Madrid,Mallorca,3,3.4,15,3,15.3,0,1,1,0,0.8,12,1,19.1,0,0,0
2020-07-04,22:00:00,La Liga,Matchweek 34,Sat,Granada,Valencia,2,1.9,14,3,13.7,1,1,1,2,0.6,4,3,16.3,0,0,0
2020-07-04,19:30:00,La Liga,Matchweek 34,Sat,Valladolid,Alavés,1,0.4,5,3,17.9,1,0,0,0,0.4,7,0,24.5,0,0,0
2020-07-04,17:00:00,La Liga,Matchweek 34,Sat,Celta Vigo,Betis,1,0.3,5,1,22.1,1,0,0,1,0.6,10,3,20.1,1,0,0
2020-07-05,17:00:00,La Liga,Matchweek 34,Sun,Espanyol,Leganés,0,0.4,6,2,18.6,1,0,0,1,0.4,4,2,22.8,0,0,0
2020-07-05,14:00:00,La Liga,Matchweek 34,Sun,Athletic Club,Real Madrid,0,0.3,7,1,16.3,0,0,0,1,2.1,9,3,15.3,1,1,1
2020-07-05,19:30:00,La Liga,Matchweek 34,Sun,Osasuna,Getafe,0,0.5,6,2,16.3,0,0,0,0,0.2,6,1,16.9,0,0,0
2020-07-05,22:00:00,La Liga,Matchweek 34,Sun,Villarreal,Barcelona,1,1.0,10,4,17.4,0,0,0,4,3.0,18,13,14.5,2,0,0
2020-07-06,19:30:00,La Liga,Matchweek 34,Mon,Levante,Real Sociedad,1,0.7,9,4,20.8,2,0,0,1,1.1,8,3,19.0,1,0,0
2020-07-06,22:00:00,La Liga,Matchweek 34,Mon,Sevilla,Eibar,1,1.0,8,3,13.2,0,0,0,0,1.4,18,2,17.4,2,0,0
2020-07-07,19:30:00,La Liga,Matchweek 35,Tue,Valencia,Valladolid,2,1.5,10,4,19.6,1,0,0,1,0.7,11,5,21.3,0,0,0
2020-07-07,22:00:00,La Liga,Matchweek 35,Tue,Celta Vigo,Atlético Madrid,1,0.3,9,4,21.4,1,0,0,1,1.4,10,2,18.8,1,0,0
2020-07-08,22:00:00,La Liga,Matchweek 35,Wed,Barcelona,Espanyol,1,1.1,9,2,13.9,2,0,0,0,0.8,11,2,17.5,1,0,0
2020-07-08,20:30:00,La Liga,Matchweek 35,Wed,Betis,Osasuna,3,2.1,14,8,13.0,1,0,0,0,0.6,8,3,18.8,0,0,0
2020-07-08,20:30:00,La Liga,Matchweek 35,Wed,Getafe,Villarreal,1,0.5,5,2,18.0,0,0,0,3,2.1,4,1,27.8,0,2,2
2020-07-09,19:30:00,La Liga,Matchweek 35,Thu,Mallorca,Levante,2,1.3,15,5,16.8,1,0,0,0,1.1,14,1,16.3,0,0,0
2020-07-09,19:30:00,La Liga,Matchweek 35,Thu,Eibar,Leganés,0,0.3,4,1,10.8,0,0,0,0,0.3,10,1,22.0,0,0,0
2020-07-09,22:00:00,La Liga,Matchweek 35,Thu,Athletic Club,Sevilla,1,0.8,12,4,18.5,0,0,0,2,1.6,19,7,19.7,2,0,0
2020-07-10,22:00:00,La Liga,Matchweek 35,Fri,Real Madrid,Alavés,2,3.1,17,7,18.5,0,1,1,0,1.1,10,4,14.7,0,0,0
2020-07-10,19:30:00,La Liga,Matchweek 35,Fri,Real Sociedad,Granada,2,1.3,19,5,19.8,0,0,0,3,0.5,4,3,11.5,0,0,0
2020-07-11,19:30:00,La Liga,Matchweek 36,Sat,Valladolid,Barcelona,0,1.0,13,5,19.4,1,0,0,1,1.4,10,6,16.5,1,0,0
2020-07-11,17:00:00,La Liga,Matchweek 36,Sat,Osasuna,Celta Vigo,2,1.4,15,5,15.6,0,0,0,1,1.2,12,3,17.8,0,0,0
2020-07-11,22:00:00,La Liga,Matchweek 36,Sat,Atlético Madrid,Betis,1,0.7,9,4,15.4,0,0,0,0,1.3,21,3,20.0,0,0,0
2020-07-12,22:00:00,La Liga,Matchweek 36,Sun,Sevilla,Mallorca,2,1.7,13,5,17.6,0,1,1,0,0.4,14,5,23.8,0,0,0
2020-07-12,19:30:00,La Liga,Matchweek 36,Sun,Leganés,Valencia,1,1.3,9,0,23.5,2,1,1,0,1.3,14,4,21.5,1,0,1
2020-07-12,17:00:00,La Liga,Matchweek 36,Sun,Levante,Athletic Club,1,1.2,6,1,15.0,1,0,0,2,1.0,12,5,18.2,0,0,0
2020-07-12,14:00:00,La Liga,Matchweek 36,Sun,Espanyol,Eibar,0,0.8,14,3,20.7,3,0,0,2,2.1,9,4,24.2,1,1,2
2020-07-13,19:30:00,La Liga,Matchweek 36,Mon,Villarreal,Real Sociedad,1,0.3,9,3,20.9,1,0,0,2,0.9,11,6,12.8,0,0,0
2020-07-13,19:30:00,La Liga,Matchweek 36,Mon,Alavés,Getafe,0,0.2,3,2,13.0,0,0,0,0,1.0,15,4,20.5,2,0,0
2020-07-13,22:00:00,La Liga,Matchweek 36,Mon,Granada,Real Madrid,1,0.9,13,3,15.7,1,0,0,2,0.5,11,5,18.6,0,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Real Sociedad,Sevilla,0,0.6,11,4,19.6,2,0,0,0,0.5,8,3,18.4,0,0,0
2020-07-16,18:30:00,La Liga,Matchweek 37,Thu,Eibar,Valladolid,3,2.4,12,6,21.6,0,1,1,1,1.8,16,7,19.1,1,0,1
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Celta Vigo,Levante,2,1.4,17,6,17.7,1,0,0,3,1.0,8,4,20.7,1,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Betis,Alavés,1,1.7,14,7,16.8,0,0,0,2,1.5,8,5,11.9,0,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Athletic Club,Leganés,0,0.6,10,3,19.0,2,0,0,2,1.6,15,3,22.0,2,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Mallorca,Granada,1,1.3,18,5,17.4,1,0,0,2,0.7,14,6,19.1,0,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Getafe,Atlético Madrid,0,1.4,16,5,15.2,1,0,0,2,1.3,11,3,16.5,2,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Barcelona,Osasuna,1,1.4,18,2,22.9,5,0,0,2,0.7,9,5,24.4,0,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Valencia,Espanyol,1,1.3,9,3,18.8,0,0,0,0,0.8,17,6,21.7,3,0,0
2020-07-16,21:00:00,La Liga,Matchweek 37,Thu,Real Madrid,Villarreal,2,1.7,11,6,19.1,0,1,1,1,0.7,8,4,17.5,2,0,0
2020-07-19,21:00:00,La Liga,Matchweek 38,Sun,Osasuna,Mallorca,2,0.8,12,5,23.2,1,0,0,2,0.6,12,4,19.3,0,0,0
2020-07-19,17:00:00,La Liga,Matchweek 38,Sun,Alavés,Barcelona,0,0.4,7,0,22.8,0,0,0,5,3.0,16,8,13.1,1,0,0
