_date_,_time_,comp,round,_day_,attendance,referee,home,away,homegoal,xg_home,awaygoal,xg_away,homeformation,awayformation,homepossession,awaypossession,homecaptain,awaycaptain
2021-05-12,19:00:00,La Liga,Matchweek 36,Wed,,Javier Estrada,Sevilla,Valencia,1,1.3,0,0.5,4-3-3,3-4-3,61.0,39.0,Jesús Navas,Carlos Soler
2021-05-13,19:00:00,La Liga,Matchweek 36,Thu,,Ricardo de Burgos,Valladolid,Villarreal,0,1.0,2,0.7,4-1-4-1,4-4-2,41.0,59.0,Nacho,Raúl Albiol
2021-05-13,22:00:00,La Liga,Matchweek 36,Thu,,Jesús Gil,Granada,Real Madrid,1,2.0,4,1.9,4-2-3-1,4-3-3,36.0,64.0,Germán Sánchez,Karim Benzema
2021-05-13,20:00:00,La Liga,Matchweek 36,Thu,,Isidro Díaz de Mera,Eibar,Betis,1,0.9,1,0.5,4-4-2,4-2-3-1,63.0,37.0,Kike,Andrés Guardado
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,2689,Valentín Pizarro,Valencia,Eibar,4,1.2,1,2.2,3-4-3,4-4-2,43.0,57.0,José Luis Gayà,Kike
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,Pablo González,Betis,Huesca,1,1.4,0,0.4,4-2-3-1,3-5-2,49.0,51.0,Joaquín,Jorge Pulido
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,Adrián Cordero,Getafe,Levante,2,0.5,1,0.2,4-4-2,4-4-2,34.0,66.0,Djené,José Luis Morales
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,Carlos del Cerro,Real Sociedad,Valladolid,4,1.7,1,1.7,4-4-2,4-4-2,54.0,46.0,Asier Illarramendi,Jordi Masip
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,José Sánchez,Alavés,Granada,4,2.9,2,0.6,4-4-2,4-2-3-1,54.0,46.0,Fernando Pacheco,Jorge Molina
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,Antonio Matéu Lahoz,Athletic Club,Real Madrid,0,0.4,1,1.3,4-4-2,4-3-3,37.0,63.0,Óscar de Marcos,Karim Benzema
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,César Soto,Cádiz,Elche,1,1.1,3,2.3,4-4-2,3-4-1-2,32.0,68.0,José Mari,Gonzalo Verdú
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,4800,Guillermo Cuadra,Villarreal,Sevilla,4,1.5,0,1.7,4-4-2,4-2-3-1,43.0,57.0,Raúl Albiol,Jesús Navas
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,Ricardo de Burgos,Barcelona,Celta Vigo,1,1.8,2,0.8,3-5-2,4-4-2,63.0,37.0,Lionel Messi,Iago Aspas
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,,Juan Martínez,Atlético Madrid,Osasuna,2,3.2,1,0.3,4-3-3,3-4-3,74.0,26.0,Koke,Unai García
2021-05-21,21:00:00,La Liga,Matchweek 38,Fri,,Javier Estrada,Levante,Cádiz,2,1.5,2,0.5,4-4-2,4-3-3,70.0,30.0,Roger Martí,Augusto Fernández
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,,José Sánchez,Valladolid,Atlético Madrid,1,0.9,2,1.9,4-4-2,3-5-2,47.0,53.0,Jordi Masip,Koke
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,,Santiago Jaime,Eibar,Barcelona,0,1.2,1,0.3,4-4-2,3-4-3,33.0,67.0,Kike,Sergio Busquets
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,,Jorge Figueroa,Osasuna,Real Sociedad,0,0.4,1,2.3,4-5-1,4-2-3-1,45.0,55.0,Oier Sanjurjo,Mikel Oyarzabal
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,1738,Jesús Gil,Celta Vigo,Betis,2,1.3,3,2.0,4-4-2◆,4-2-3-1,64.0,36.0,Iago Aspas,Andrés Guardado
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,3518,Carlos del Cerro,Elche,Athletic Club,2,1.2,0,0.6,3-5-2,4-4-2,46.0,54.0,Gonzalo Verdú,Mikel Balenziaga
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,,José Luis Munuera,Real Madrid,Villarreal,2,0.9,1,0.7,4-3-3,4-4-2,55.0,45.0,Karim Benzema,Mario Gaspar
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,,Guillermo Cuadra,Huesca,Valencia,0,1.0,0,0.4,3-5-2,3-4-3,55.0,45.0,Jorge Pulido,Carlos Soler
2021-05-23,21:00:00,La Liga,Matchweek 38,Sun,,Isidro Díaz de Mera,Sevilla,Alavés,1,0.6,0,1.2,4-3-3,4-3-3,68.0,32.0,Sergio Escudero,Manu García
2021-05-23,18:30:00,La Liga,Matchweek 38,Sun,,David Medié,Granada,Getafe,0,0.8,0,0.4,3-4-3,4-4-1-1,38.0,62.0,Germán Sánchez,Djené
2021-08-13,21:00:00,La Liga,Matchweek 1,Fri,9868,Jesús Gil,Valencia,Getafe,1,1.3,0,1.2,4-4-2,3-5-2,27.0,73.0,José Luis Gayà,Djené
2021-08-14,22:00:00,La Liga,Matchweek 1,Sat,3968,César Soto,Alavés,Real Madrid,1,1.7,4,1.8,4-2-3-1,4-3-3,42.0,58.0,Víctor Laguardia,Karim Benzema
2021-08-14,22:00:00,La Liga,Matchweek 1,Sat,6715,Miguel Ángel Ortiz Arias,Osasuna,Espanyol,0,0.8,0,0.7,4-4-2,4-4-2,53.0,47.0,David García,David López
2021-08-14,19:30:00,La Liga,Matchweek 1,Sat,6279,Antonio Matéu Lahoz,Mallorca,Betis,1,0.4,1,0.9,4-3-3,4-2-3-1,36.0,64.0,Manolo Reina,Sergio Canales
2021-08-14,19:30:00,La Liga,Matchweek 1,Sat,6941,Santiago Jaime,Cádiz,Levante,1,0.4,1,1.0,4-2-3-1,4-4-2,43.0,57.0,Salvi,José Luis Morales
2021-08-15,22:15:00,La Liga,Matchweek 1,Sun,13962,Isidro Díaz de Mera,Sevilla,Rayo Vallecano,3,3.5,0,0.3,3-4-3,4-2-3-1,74.0,26.0,Jesús Navas,Óscar Trejo
2021-08-15,17:30:00,La Liga,Matchweek 1,Sun,5401,José Luis Munuera,Celta Vigo,Atlético Madrid,1,2.0,2,1.4,4-4-2◆,3-5-2,52.0,48.0,Hugo Mallo,Koke
2021-08-15,20:00:00,La Liga,Matchweek 1,Sun,20384,Alejandro Hernández,Barcelona,Real Sociedad,4,2.7,2,0.8,4-3-3,4-2-3-1,63.0,37.0,Sergio Busquets,Mikel Oyarzabal
2021-08-16,22:00:00,La Liga,Matchweek 1,Mon,9145,Adrián Cordero,Elche,Athletic Club,0,0.9,0,0.6,3-5-2,4-4-2,51.0,49.0,Gonzalo Verdú,Iker Muniain
2021-08-16,20:00:00,La Liga,Matchweek 1,Mon,7837,Pablo González,Villarreal,Granada,0,1.1,0,0.3,4-4-2,4-3-3,60.0,40.0,Raúl Albiol,Germán Sánchez
2021-08-20,21:00:00,La Liga,Matchweek 2,Fri,23745,Valentín Pizarro,Betis,Cádiz,1,1.5,1,1.4,4-2-3-1,4-4-2,73.0,27.0,Andrés Guardado,Salvi
2021-08-21,17:00:00,La Liga,Matchweek 2,Sat,2896,Alejandro Muñíz,Alavés,Mallorca,0,0.5,1,0.8,4-2-3-1,4-2-3-1,47.0,53.0,Víctor Laguardia,Manolo Reina
2021-08-21,19:30:00,La Liga,Matchweek 2,Sat,6267,Carlos del Cerro,Granada,Valencia,1,0.8,1,1.9,3-5-2,4-4-2,48.0,52.0,Germán Sánchez,José Luis Gayà
2021-08-21,19:30:00,La Liga,Matchweek 2,Sat,11095,Jorge Figueroa,Espanyol,Villarreal,0,1.8,0,0.5,4-4-2,4-4-2,41.0,59.0,David López,Raúl Albiol
2021-08-21,22:00:00,La Liga,Matchweek 2,Sat,9394,Juan Martínez,Athletic Club,Barcelona,1,1.6,1,1.0,4-4-2,4-3-3,33.0,67.0,Iker Muniain,Sergio Busquets
2021-08-22,17:00:00,La Liga,Matchweek 2,Sun,7652,Santiago Jaime,Real Sociedad,Rayo Vallecano,1,2.0,0,0.5,4-1-4-1,4-2-3-1,60.0,40.0,Mikel Oyarzabal,Óscar Trejo
2021-08-22,22:00:00,La Liga,Matchweek 2,Sun,9838,Guillermo Cuadra,Levante,Real Madrid,3,1.9,3,1.2,4-3-3,4-3-3,38.0,62.0,José Luis Morales,Karim Benzema
2021-08-22,19:30:00,La Liga,Matchweek 2,Sun,24926,Ricardo de Burgos,Atlético Madrid,Elche,1,1.3,0,0.2,3-5-2,3-5-2,43.0,57.0,Koke,Gonzalo Verdú
2021-08-23,20:00:00,La Liga,Matchweek 2,Mon,4810,José Sánchez,Getafe,Sevilla,0,0.5,1,0.7,4-4-2,4-2-3-1,39.0,61.0,Djené,Jesús Navas
2021-08-23,22:00:00,La Liga,Matchweek 2,Mon,7189,Alberola Rojas,Osasuna,Celta Vigo,0,2.1,0,0.2,4-1-4-1,4-4-2◆,46.0,54.0,David García,Iago Aspas
2021-08-27,20:00:00,La Liga,Matchweek 3,Fri,7529,Isidro Díaz de Mera,Mallorca,Espanyol,1,0.8,0,0.4,4-2-3-1,4-4-2,47.0,53.0,Manolo Reina,David López
2021-08-27,22:15:00,La Liga,Matchweek 3,Fri,10627,Miguel Ángel Ortiz Arias,Valencia,Alavés,3,1.5,0,0.4,4-4-2,4-4-2,49.0,51.0,José Luis Gayà,Fernando Pacheco
2021-08-28,19:30:00,La Liga,Matchweek 3,Sat,10385,Valentín Pizarro,Elche,Sevilla,1,0.8,1,1.6,3-5-2,4-3-3,29.0,71.0,Gonzalo Verdú,Jesús Navas
2021-08-28,17:00:00,La Liga,Matchweek 3,Sat,5492,Antonio Matéu Lahoz,Celta Vigo,Athletic Club,0,1.0,1,1.2,4-4-2◆,4-4-2,62.0,38.0,Hugo Mallo,Iker Muniain
2021-08-28,22:00:00,La Liga,Matchweek 3,Sat,22590,Alejandro Hernández,Betis,Real Madrid,0,0.8,1,1.1,4-2-3-1,4-3-3,51.0,49.0,Andrés Guardado,Karim Benzema
2021-08-28,19:30:00,La Liga,Matchweek 3,Sat,7758,José Luis Munuera,Real Sociedad,Levante,1,0.9,0,0.2,4-1-4-1,4-4-2,52.0,48.0,Mikel Oyarzabal,Roger Martí
2021-08-29,22:00:00,La Liga,Matchweek 3,Sun,26840,César Soto,Atlético Madrid,Villarreal,2,1.8,2,0.6,3-5-2,4-4-2,49.0,51.0,Koke,Raúl Albiol
2021-08-29,17:00:00,La Liga,Matchweek 3,Sun,26543,Pablo González,Barcelona,Getafe,2,1.5,1,0.4,4-3-3,4-4-2,67.0,33.0,Sergio Busquets,Djené
2021-08-29,19:30:00,La Liga,Matchweek 3,Sun,583,Jesús Gil,Rayo Vallecano,Granada,4,2.2,0,0.6,4-2-3-1,4-3-3,47.0,53.0,Óscar Trejo,Víctor Díaz
2021-08-29,19:30:00,La Liga,Matchweek 3,Sun,7452,Adrián Cordero,Cádiz,Osasuna,2,1.6,3,2.4,4-1-4-1,4-1-4-1,28.0,72.0,Salvi,Oier Sanjurjo
2021-09-11,21:00:00,La Liga,Matchweek 4,Sat,14566,Jorge Figueroa,Athletic Club,Mallorca,2,1.8,0,0.2,4-4-2,4-2-3-1,50.0,50.0,Iker Muniain,Manolo Reina
2021-09-11,18:30:00,La Liga,Matchweek 4,Sat,12974,Alberola Rojas,Levante,Rayo Vallecano,1,1.0,1,2.6,4-4-2,4-2-3-1,45.0,55.0,José Luis Morales,Óscar Trejo
2021-09-12,16:15:00,La Liga,Matchweek 4,Sun,13940,Ricardo de Burgos,Osasuna,Valencia,1,0.7,4,0.9,4-1-4-1,4-4-2,59.0,41.0,David García,José Luis Gayà
2021-09-12,18:30:00,La Liga,Matchweek 4,Sun,11826,Alejandro Muñíz,Cádiz,Real Sociedad,0,0.3,2,1.9,4-4-2,4-1-4-1,23.0,77.0,Salvi,Mikel Oyarzabal
2021-09-12,14:00:00,La Liga,Matchweek 4,Sun,15321,Juan Martínez,Espanyol,Atlético Madrid,1,0.5,2,1.0,4-5-1,3-4-3,42.0,58.0,Diego López,Koke
2021-09-12,21:00:00,La Liga,Matchweek 4,Sun,19874,José Sánchez,Real Madrid,Celta Vigo,5,3.4,2,1.8,4-4-2,4-4-2◆,60.0,40.0,Karim Benzema,Hugo Mallo
2021-09-13,20:00:00,La Liga,Matchweek 4,Mon,6853,Mario Melero,Getafe,Elche,0,0.4,1,0.9,3-5-2,3-5-2,57.0,43.0,Djené,Gonzalo Verdú
2021-09-13,22:00:00,La Liga,Matchweek 4,Mon,10201,Guillermo Cuadra,Granada,Betis,1,0.5,2,2.4,4-3-3,4-2-3-1,43.0,57.0,Germán Sánchez,Nabil Fekir
2021-09-17,21:00:00,La Liga,Matchweek 5,Fri,6754,Isidro Díaz de Mera,Celta Vigo,Cádiz,1,1.1,2,1.1,4-4-2◆,4-1-4-1,78.0,22.0,Hugo Mallo,Salvi
2021-09-18,14:00:00,La Liga,Matchweek 5,Sat,3280,Adrián Cordero,Rayo Vallecano,Getafe,3,2.0,0,1.1,4-2-3-1,4-4-2,49.0,51.0,Óscar Trejo,Djené
2021-09-18,16:15:00,La Liga,Matchweek 5,Sat,38798,Jesús Gil,Atlético Madrid,Athletic Club,0,1.0,0,0.9,3-5-2,4-4-2,55.0,45.0,Jan Oblak,Iker Muniain
2021-09-18,18:30:00,La Liga,Matchweek 5,Sat,11507,Miguel Ángel Ortiz Arias,Elche,Levante,1,0.5,1,1.3,3-5-2,3-5-2,53.0,47.0,Gonzalo Verdú,José Luis Morales
2021-09-18,21:00:00,La Liga,Matchweek 5,Sat,8176,Alejandro Hernández,Alavés,Osasuna,0,0.4,2,1.1,4-4-2,4-3-3,54.0,46.0,Víctor Laguardia,Roberto Torres
2021-09-19,18:30:00,La Liga,Matchweek 5,Sun,30189,César Soto,Betis,Espanyol,2,2.1,2,1.2,4-2-3-1,4-1-4-1,60.0,40.0,Sergio Canales,Diego López
2021-09-19,21:00:00,La Liga,Matchweek 5,Sun,26689,Pablo González,Valencia,Real Madrid,1,0.8,2,1.1,4-4-2,4-4-1-1,39.0,61.0,Carlos Soler,Karim Benzema
2021-09-19,14:00:00,La Liga,Matchweek 5,Sun,9168,Carlos del Cerro,Mallorca,Villarreal,0,0.4,0,1.3,4-4-2,4-3-3,35.0,65.0,Manolo Reina,Raúl Albiol
2021-09-19,16:15:00,La Liga,Matchweek 5,Sun,23757,Antonio Matéu Lahoz,Real Sociedad,Sevilla,0,1.3,0,0.8,4-4-2,4-3-3,48.0,52.0,Mikel Oyarzabal,Jesús Navas
2021-09-20,21:00:00,La Liga,Matchweek 5,Mon,27097,Santiago Jaime,Barcelona,Granada,1,1.1,1,0.6,4-3-3,4-1-4-1,77.0,23.0,Sergio Busquets,Jorge Molina
2021-09-21,22:00:00,La Liga,Matchweek 6,Tue,11989,Jorge Figueroa,Levante,Celta Vigo,0,1.6,2,0.6,3-5-2,4-4-2◆,46.0,54.0,José Luis Morales,Hugo Mallo
2021-09-21,22:00:00,La Liga,Matchweek 6,Tue,16236,José Luis Munuera,Athletic Club,Rayo Vallecano,1,0.7,2,0.8,4-4-2,4-2-3-1,48.0,52.0,Iker Muniain,Santi Comesaña
2021-09-21,19:30:00,La Liga,Matchweek 6,Tue,8950,Guillermo Cuadra,Getafe,Atlético Madrid,1,0.3,2,0.8,3-5-2,4-2-3-1,33.0,67.0,Djené,Jan Oblak
2021-09-22,22:00:00,La Liga,Matchweek 6,Wed,8234,Alejandro Muñíz,Villarreal,Elche,4,2.8,1,1.3,4-3-3,3-5-2,60.0,40.0,Mario Gaspar,Fidel
2021-09-22,19:30:00,La Liga,Matchweek 6,Wed,23654,José Sánchez,Sevilla,Valencia,3,0.9,1,0.5,4-3-3,4-4-2,58.0,42.0,Fernando,Gabriel Paulista
2021-09-22,22:00:00,La Liga,Matchweek 6,Wed,20113,Alberola Rojas,Real Madrid,Mallorca,6,2.9,1,1.1,4-3-3,4-2-3-1,59.0,41.0,Karim Benzema,Manolo Reina
2021-09-22,19:30:00,La Liga,Matchweek 6,Wed,14254,Mario Melero,Espanyol,Alavés,1,1.5,0,0.4,4-2-3-1,4-4-2,54.0,46.0,Diego López,Víctor Laguardia
2021-09-23,19:30:00,La Liga,Matchweek 6,Thu,13758,Juan Martínez,Osasuna,Betis,1,0.9,3,2.3,4-3-3,4-2-3-1,50.0,50.0,Roberto Torres,Andrés Guardado
2021-09-23,22:00:00,La Liga,Matchweek 6,Thu,12180,Carlos del Cerro,Cádiz,Barcelona,0,1.6,0,0.7,4-4-2,4-3-3,33.0,67.0,Alfonso Espino,Sergio Busquets
2021-09-23,19:30:00,La Liga,Matchweek 6,Thu,9552,Valentín Pizarro,Granada,Real Sociedad,2,1.2,3,1.8,4-3-3,4-4-2,39.0,61.0,Germán Sánchez,Mikel Oyarzabal
2021-09-25,18:30:00,La Liga,Matchweek 7,Sat,23956,Pablo González,Sevilla,Espanyol,2,1.6,0,0.7,4-3-3,4-1-4-1,53.0,47.0,Jesús Navas,Diego López
2021-09-25,14:00:00,La Liga,Matchweek 7,Sat,9836,Antonio Matéu Lahoz,Alavés,Atlético Madrid,1,0.6,0,0.7,3-4-3,3-5-2,29.0,71.0,Víctor Laguardia,Jan Oblak
2021-09-25,16:15:00,La Liga,Matchweek 7,Sat,13680,Alejandro Hernández,Valencia,Athletic Club,1,0.8,1,0.9,4-4-2,4-4-2,53.0,47.0,Gabriel Paulista,Iker Muniain
2021-09-25,21:00:00,La Liga,Matchweek 7,Sat,23985,Jesús Gil,Real Madrid,Villarreal,0,1.4,0,0.8,4-3-3,4-3-3,49.0,51.0,Karim Benzema,Raúl Albiol
2021-09-26,18:30:00,La Liga,Matchweek 7,Sun,23941,Adrián Cordero,Real Sociedad,Elche,1,2.5,0,0.6,4-2-3-1,4-4-2◆,63.0,37.0,Mikel Oyarzabal,Fidel
2021-09-26,14:00:00,La Liga,Matchweek 7,Sun,9359,Miguel Ángel Ortiz Arias,Mallorca,Osasuna,2,2.3,3,0.8,4-2-3-1,4-1-4-1,55.0,45.0,Salva Sevilla,Oier Sanjurjo
2021-09-26,18:30:00,La Liga,Matchweek 7,Sun,5903,Ricardo de Burgos,Rayo Vallecano,Cádiz,3,1.4,1,0.8,4-2-3-1,4-1-4-1,58.0,42.0,Óscar Trejo,Salvi
2021-09-26,21:00:00,La Liga,Matchweek 7,Sun,29825,Santiago Jaime,Betis,Getafe,2,2.2,0,0.6,4-2-3-1,3-5-2,51.0,49.0,Sergio Canales,Djené
2021-09-26,16:15:00,La Liga,Matchweek 7,Sun,35334,Isidro Díaz de Mera,Barcelona,Levante,3,3.5,0,1.2,4-2-3-1,4-4-2,70.0,30.0,Sergio Busquets,Sergio Postigo
2021-09-27,21:00:00,La Liga,Matchweek 7,Mon,6375,César Soto,Celta Vigo,Granada,1,1.5,0,0.6,4-4-2◆,4-4-2,73.0,27.0,Hugo Mallo,Germán Sánchez
2021-10-01,21:00:00,La Liga,Matchweek 8,Fri,28665,Carlos del Cerro,Athletic Club,Alavés,1,2.6,0,0.8,4-4-2,3-4-3,55.0,45.0,Iker Muniain,Víctor Laguardia
2021-10-02,14:00:00,La Liga,Matchweek 8,Sat,19238,Mario Melero,Osasuna,Rayo Vallecano,1,0.6,0,0.2,4-3-3,4-4-2,50.0,50.0,Roberto Torres,Óscar Trejo
2021-10-02,16:15:00,La Liga,Matchweek 8,Sat,11803,Alejandro Muñíz,Mallorca,Levante,1,0.8,0,1.1,4-2-3-1,4-4-2,52.0,48.0,Manolo Reina,José Luis Morales
2021-10-02,21:00:00,La Liga,Matchweek 8,Sat,60594,César Soto,Atlético Madrid,Barcelona,2,1.1,0,0.8,3-5-2,4-2-3-1,30.0,70.0,Koke,Sergio Busquets
2021-10-02,18:30:00,La Liga,Matchweek 8,Sat,14794,Valentín Pizarro,Cádiz,Valencia,0,0.2,0,1.4,4-4-2,4-4-2,32.0,68.0,Salvi,Gabriel Paulista
2021-10-03,18:30:00,La Liga,Matchweek 8,Sun,16719,José Sánchez,Villarreal,Betis,2,2.9,0,0.5,4-1-4-1,4-2-3-1,58.0,42.0,Manu Trigueros,Nabil Fekir
2021-10-03,21:00:00,La Liga,Matchweek 8,Sun,12334,Alberola Rojas,Granada,Sevilla,1,0.1,0,1.5,4-2-3-1,4-3-3,32.0,68.0,Víctor Díaz,Ivan Rakitić
2021-10-03,18:30:00,La Liga,Matchweek 8,Sun,8463,Jorge Figueroa,Getafe,Real Sociedad,1,0.7,1,0.8,4-3-3,4-2-3-1,38.0,62.0,Djené,Mikel Oyarzabal
2021-10-03,16:15:00,La Liga,Matchweek 8,Sun,23377,Guillermo Cuadra,Espanyol,Real Madrid,2,1.5,1,1.4,4-4-1-1,4-4-2◆,35.0,65.0,Diego López,Karim Benzema
2021-10-03,14:00:00,La Liga,Matchweek 8,Sun,11299,José Luis Munuera,Elche,Celta Vigo,1,1.5,0,0.5,3-5-2,4-4-2◆,45.0,55.0,Gonzalo Verdú,Hugo Mallo
2021-10-16,21:00:00,La Liga,Matchweek 9,Sat,30831,Pablo González,Real Sociedad,Mallorca,1,0.6,0,0.4,4-2-3-1,4-4-2,51.0,49.0,Aritz Elustondo,Manolo Reina
2021-10-16,18:30:00,La Liga,Matchweek 9,Sat,14551,Mario Melero,Levante,Getafe,0,0.9,0,0.7,4-1-4-1,4-4-1-1,53.0,47.0,José Luis Morales,Djené
2021-10-17,18:30:00,La Liga,Matchweek 9,Sun,14831,Adrián Cordero,Villarreal,Osasuna,1,0.5,2,0.9,4-3-3,3-5-2,72.0,28.0,Manu Trigueros,Unai García
2021-10-17,14:00:00,La Liga,Matchweek 9,Sun,6989,Santiago Jaime,Rayo Vallecano,Elche,2,1.3,1,0.5,4-4-1-1,4-4-2,51.0,49.0,Óscar Trejo,Gonzalo Verdú
2021-10-17,21:00:00,La Liga,Matchweek 9,Sun,47317,Jesús Gil,Barcelona,Valencia,3,1.9,1,0.5,4-3-3,4-1-4-1,60.0,40.0,Sergio Busquets,José Luis Gayà
2021-10-17,16:15:00,La Liga,Matchweek 9,Sun,10774,Ricardo de Burgos,Celta Vigo,Sevilla,0,1.0,1,0.9,4-4-2◆,4-3-3,47.0,53.0,Hugo Mallo,Jesús Navas
2021-10-18,19:00:00,La Liga,Matchweek 9,Mon,10227,Miguel Ángel Ortiz Arias,Alavés,Betis,0,1.3,1,1.4,4-4-2,4-2-3-1,38.0,62.0,Víctor Laguardia,Andrés Guardado
2021-10-18,21:00:00,La Liga,Matchweek 9,Mon,15678,Antonio Matéu Lahoz,Espanyol,Cádiz,2,1.7,0,0.6,4-2-3-1,4-5-1,54.0,46.0,David López,Salvi
2021-10-22,21:00:00,La Liga,Matchweek 10,Fri,21128,Alejandro Muñíz,Osasuna,Granada,1,1.0,1,0.6,4-1-4-1,4-4-2,42.0,58.0,Oier Sanjurjo,Víctor Díaz
2021-10-23,14:00:00,La Liga,Matchweek 10,Sat,29139,Carlos del Cerro,Valencia,Mallorca,2,1.4,2,0.5,4-4-2,4-2-3-1,71.0,29.0,José Luis Gayà,Manolo Reina
2021-10-23,18:30:00,La Liga,Matchweek 10,Sat,13449,Jorge Figueroa,Elche,Espanyol,2,1.2,2,1.1,4-4-2,4-2-3-1,57.0,43.0,Gonzalo Verdú,David López
2021-10-23,16:15:00,La Liga,Matchweek 10,Sat,13790,Alberola Rojas,Cádiz,Alavés,0,1.6,2,1.6,4-4-2,4-2-3-1,61.0,39.0,Salvi,Víctor Laguardia
2021-10-23,21:00:00,La Liga,Matchweek 10,Sat,38698,Guillermo Cuadra,Athletic Club,Villarreal,2,2.6,1,0.6,4-4-2,4-4-2,51.0,49.0,Iker Muniain,Raúl Albiol
2021-10-24,14:00:00,La Liga,Matchweek 10,Sun,30601,Valentín Pizarro,Sevilla,Levante,5,1.4,3,1.8,4-2-3-1,4-4-2,60.0,40.0,Jesús Navas,José Luis Morales
2021-10-24,16:15:00,La Liga,Matchweek 10,Sun,86422,José Sánchez,Barcelona,Real Madrid,1,1.7,2,1.1,4-3-3,4-3-3,51.0,49.0,Sergio Busquets,Karim Benzema
2021-10-24,21:00:00,La Liga,Matchweek 10,Sun,50032,José Luis Munuera,Atlético Madrid,Real Sociedad,2,1.6,2,0.9,4-3-3,3-4-1-2,57.0,43.0,Koke,Aritz Elustondo
2021-10-24,18:30:00,La Liga,Matchweek 10,Sun,45362,Ricardo de Burgos,Betis,Rayo Vallecano,3,1.5,2,1.2,4-2-3-1,4-2-3-1,46.0,54.0,Sergio Canales,Óscar Trejo
2021-10-25,21:00:00,La Liga,Matchweek 10,Mon,7630,Juan Martínez,Getafe,Celta Vigo,0,0.7,3,2.1,4-4-1-1,4-4-2◆,35.0,65.0,Djené,Hugo Mallo
2021-10-26,21:00:00,La Liga,Matchweek 11,Tue,16196,Miguel Ángel Ortiz Arias,Espanyol,Athletic Club,1,1.2,1,3.2,4-2-3-1,4-4-2,46.0,54.0,Diego López,Iker Muniain
2021-10-26,19:00:00,La Liga,Matchweek 11,Tue,10206,Jesús Gil,Alavés,Elche,1,1.4,0,0.3,4-2-3-1,4-4-2,39.0,61.0,Víctor Laguardia,Fidel
2021-10-26,21:30:00,La Liga,Matchweek 11,Tue,12190,Alejandro Hernández,Villarreal,Cádiz,3,1.7,3,1.0,4-3-3,4-4-2,76.0,24.0,Mario Gaspar,Álex Fernández
2021-10-27,20:00:00,La Liga,Matchweek 11,Wed,43123,Isidro Díaz de Mera,Betis,Valencia,4,2.1,1,1.6,4-2-3-1,4-4-2,61.0,39.0,Sergio Canales,José Luis Gayà
2021-10-27,19:00:00,La Liga,Matchweek 11,Wed,9340,Antonio Matéu Lahoz,Rayo Vallecano,Barcelona,1,1.0,0,2.8,4-2-3-1,4-3-3,32.0,68.0,Óscar Trejo,Sergio Busquets
2021-10-27,21:30:00,La Liga,Matchweek 11,Wed,35691,César Soto,Real Madrid,Osasuna,0,0.8,0,0.8,4-3-3,3-5-2,74.0,26.0,Karim Benzema,David García
2021-10-27,19:00:00,La Liga,Matchweek 11,Wed,15125,Santiago Jaime,Mallorca,Sevilla,1,1.8,1,1.0,4-4-2,4-3-3,32.0,68.0,Manolo Reina,Jesús Navas
2021-10-28,21:30:00,La Liga,Matchweek 11,Thu,16298,Pablo González,Levante,Atlético Madrid,2,1.8,2,0.7,3-5-2,3-4-3,36.0,64.0,José Luis Morales,Koke
2021-10-28,19:00:00,La Liga,Matchweek 11,Thu,8726,Mario Melero,Celta Vigo,Real Sociedad,0,1.4,2,1.8,4-4-2◆,4-2-3-1,58.0,42.0,Hugo Mallo,Aritz Elustondo
2021-10-28,20:00:00,La Liga,Matchweek 11,Thu,13651,Adrián Cordero,Granada,Getafe,1,2.2,1,0.4,4-2-3-1,4-4-2,75.0,25.0,Víctor Díaz,Damián Suárez
2021-10-30,18:30:00,La Liga,Matchweek 12,Sat,31487,José Luis Munuera,Valencia,Villarreal,2,1.4,0,0.8,4-1-4-1,4-3-3,26.0,74.0,José Luis Gayà,Raúl Albiol
2021-10-30,16:15:00,La Liga,Matchweek 12,Sat,20335,Carlos del Cerro,Sevilla,Osasuna,2,2.1,0,0.5,4-3-3,4-4-2,64.0,36.0,Ivan Rakitić,Oier Sanjurjo
2021-10-30,14:00:00,La Liga,Matchweek 12,Sat,23010,Ricardo de Burgos,Elche,Real Madrid,1,1.3,2,1.1,4-4-1-1,4-3-3,44.0,56.0,Fidel,Marcelo
2021-10-30,21:00:00,La Liga,Matchweek 12,Sat,37278,Jorge Figueroa,Barcelona,Alavés,1,1.4,1,0.8,4-3-3,4-2-3-1,79.0,21.0,Sergio Busquets,Víctor Laguardia
