_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away,homegoal,awaygoal
2,Sun,2020-09-20,21:00:00,Real Sociedad,0–0,Real Madrid,,Estadio Municipal de Anoeta,Juan Martínez,0.5,0.8,0,0
2,Sun,2020-09-20,16:00:00,Huesca,0–2,Cádiz,,Estadio El Alcoraz,César Soto,0.2,1.3,0,2
2,Sun,2020-09-20,18:30:00,Betis,2–0,Valladolid,,Estadio Benito Villamarín,Santiago Jaime,1.4,0.5,2,0
2,Sun,2020-09-20,18:30:00,Granada,2–1,Alavés,,Estadio Nuevo Los Cármenes,Carlos del Cerro,2.0,0.6,2,1
3,Sat,2020-09-26,13:00:00,Alavés,0–0,Getafe,,Estadio de Mendizorroza,Alberola Rojas,1.4,0.8,0,0
3,Sat,2020-09-26,16:00:00,Valencia,1–1,Huesca,,Estadio de Mestalla,José Luis Munuera,0.2,1.5,1,1
3,Sat,2020-09-26,18:30:00,Elche,0–3,Real Sociedad,,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,1.3,3.0,0,3
3,Sat,2020-09-26,21:00:00,Betis,2–3,Real Madrid,,Estadio Benito Villamarín,Ricardo de Burgos,1.1,3.6,2,3
3,Sun,2020-09-27,18:30:00,Valladolid,1–1,Celta Vigo,,Estadio Municipal José Zorrilla,José Sánchez,1.5,1.2,1,1
3,Sun,2020-09-27,21:00:00,Barcelona,4–0,Villarreal,,Camp Nou,Guillermo Cuadra,2.6,0.2,4,0
3,Sun,2020-09-27,16:00:00,Atlético Madrid,6–1,Granada,,Estadio Wanda Metropolitano,Javier Estrada,3.1,0.9,6,1
3,Sun,2020-09-27,18:30:00,Cádiz,1–3,Sevilla,,Estadio Nuevo Mirandilla,David Medié,1.1,2.7,1,3
3,Sun,2020-09-27,12:00:00,Osasuna,1–3,Levante,,Estadio El Sadar,Mario Melero,0.6,2.8,1,3
3,Sun,2020-09-27,14:00:00,Eibar,1–2,Athletic Club,,Estadio Municipal de Ipurúa,Adrián Cordero,0.5,0.7,1,2
4,Tue,2020-09-29,19:00:00,Real Sociedad,0–1,Valencia,,Estadio Municipal de Anoeta,Jorge Figueroa,0.7,1.0,0,1
4,Tue,2020-09-29,21:30:00,Getafe,3–0,Betis,,Coliseum Alfonso Pérez,Juan Martínez,0.7,0.5,3,0
4,Wed,2020-09-30,21:30:00,Eibar,0–1,Elche,,Estadio Municipal de Ipurúa,Santiago Jaime,1.1,0.7,0,1
4,Wed,2020-09-30,19:00:00,Huesca,0–0,Atlético Madrid,,Estadio El Alcoraz,Adrián Cordero,0.7,1.3,0,0
4,Wed,2020-09-30,19:00:00,Villarreal,3–1,Alavés,,Estadio de la Cerámica,David Medié,2.3,1.5,3,1
4,Wed,2020-09-30,21:30:00,Real Madrid,1–0,Valladolid,,Estadio Alfredo Di Stéfano,César Soto,2.2,0.6,1,0
4,Thu,2020-10-01,21:30:00,Celta Vigo,0–3,Barcelona,,Estadio de Balaídos,Carlos del Cerro,0.5,0.7,0,3
4,Thu,2020-10-01,19:00:00,Sevilla,1–0,Levante,,Estadio Ramón Sánchez Pizjuán,Javier Estrada,1.0,0.3,1,0
4,Thu,2020-10-01,19:00:00,Athletic Club,0–1,Cádiz,,San Mamés,Pablo González,0.6,0.2,0,1
5,Sat,2020-10-03,13:00:00,Valladolid,1–2,Eibar,,Estadio Municipal José Zorrilla,Isidro Díaz de Mera,1.2,1.3,1,2
5,Sat,2020-10-03,18:30:00,Real Sociedad,3–0,Getafe,,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,2.6,0.4,3,0
5,Sat,2020-10-03,18:30:00,Elche,0–0,Huesca,,Estadio Manuel Martínez Valero,Mario Melero,0.3,2.1,0,0
5,Sat,2020-10-03,21:00:00,Valencia,0–2,Betis,,Estadio de Mestalla,Guillermo Cuadra,0.3,1.9,0,2
5,Sat,2020-10-03,16:00:00,Atlético Madrid,0–0,Villarreal,,Estadio Wanda Metropolitano,Alejandro Hernández,0.6,0.3,0,0
5,Sun,2020-10-04,12:00:00,Osasuna,2–0,Celta Vigo,,Estadio El Sadar,Ricardo de Burgos,1.1,0.7,2,0
5,Sun,2020-10-04,16:00:00,Levante,0–2,Real Madrid,,Estadio Ciudad de Valencia,José Luis Munuera,0.9,1.6,0,2
5,Sun,2020-10-04,18:30:00,Cádiz,1–1,Granada,,Estadio Nuevo Mirandilla,Alberola Rojas,1.1,0.7,1,1
5,Sun,2020-10-04,21:00:00,Barcelona,1–1,Sevilla,,Camp Nou,Jesús Gil,1.8,0.7,1,1
5,Sun,2020-10-04,14:00:00,Alavés,1–0,Athletic Club,,Estadio de Mendizorroza,José Sánchez,0.6,0.6,1,0
6,Sat,2020-10-17,18:30:00,Real Madrid,0–1,Cádiz,,Estadio Alfredo Di Stéfano,Santiago Jaime,0.8,1.6,0,1
6,Sat,2020-10-17,13:00:00,Granada,1–0,Sevilla,,Estadio Nuevo Los Cármenes,Pablo González,1.3,0.4,1,0
6,Sat,2020-10-17,21:00:00,Getafe,1–0,Barcelona,,Coliseum Alfonso Pérez,César Soto,1.7,0.9,1,0
6,Sat,2020-10-17,16:00:00,Celta Vigo,0–2,Atlético Madrid,,Estadio de Balaídos,Juan Martínez,1.5,1.1,0,2
6,Sun,2020-10-18,14:00:00,Athletic Club,2–0,Levante,,San Mamés,Alberola Rojas,2.4,0.4,2,0
6,Sun,2020-10-18,12:00:00,Eibar,0–0,Osasuna,,Estadio Municipal de Ipurúa,David Medié,0.3,0.6,0,0
6,Sun,2020-10-18,16:00:00,Villarreal,2–1,Valencia,,Estadio de la Cerámica,Carlos del Cerro,1.7,0.6,2,1
6,Sun,2020-10-18,18:30:00,Huesca,2–2,Valladolid,,Estadio El Alcoraz,Jorge Figueroa,1.0,1.0,2,2
6,Sun,2020-10-18,18:30:00,Alavés,0–2,Elche,,Estadio de Mendizorroza,Adrián Cordero,1.2,1.2,0,2
6,Sun,2020-10-18,21:00:00,Betis,0–3,Real Sociedad,,Estadio Benito Villamarín,Javier Estrada,0.4,1.6,0,3
7,Fri,2020-10-23,21:00:00,Elche,2–1,Valencia,,Estadio Manuel Martínez Valero,César Soto,0.1,1.7,2,1
7,Sat,2020-10-24,16:00:00,Barcelona,1–3,Real Madrid,,Camp Nou,Juan Martínez,1.1,3.3,1,3
7,Sat,2020-10-24,18:30:00,Sevilla,0–1,Eibar,,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,1.7,0.4,0,1
7,Sat,2020-10-24,21:00:00,Atlético Madrid,2–0,Betis,,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,1.6,0.8,2,0
7,Sat,2020-10-24,18:30:00,Osasuna,1–0,Athletic Club,,Estadio El Sadar,Guillermo Cuadra,1.0,0.8,1,0
7,Sun,2020-10-25,14:00:00,Valladolid,0–2,Alavés,,Estadio Municipal José Zorrilla,José Luis Munuera,0.4,2.6,0,2
7,Sun,2020-10-25,16:00:00,Cádiz,0–0,Villarreal,,Estadio Nuevo Mirandilla,Ricardo de Burgos,0.2,0.6,0,0
7,Sun,2020-10-25,18:30:00,Getafe,0–1,Granada,,Coliseum Alfonso Pérez,Jesús Gil,0.8,1.2,0,1
7,Sun,2020-10-25,21:00:00,Real Sociedad,4–1,Huesca,,Estadio Municipal de Anoeta,Isidro Díaz de Mera,1.9,0.5,4,1
7,Mon,2020-10-26,21:00:00,Levante,1–1,Celta Vigo,,Estadio Ciudad de Valencia,Mario Melero,1.2,0.9,1,1
8,Fri,2020-10-30,21:00:00,Eibar,0–2,Cádiz,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,0.5,0.8,0,2
8,Sat,2020-10-31,14:00:00,Real Madrid,4–1,Huesca,,Estadio Alfredo Di Stéfano,Pablo González,1.5,1.1,4,1
8,Sat,2020-10-31,16:15:00,Athletic Club,2–1,Sevilla,,San Mamés,Carlos del Cerro,1.2,0.7,2,1
8,Sat,2020-10-31,18:30:00,Osasuna,1–3,Atlético Madrid,,Estadio El Sadar,Javier Estrada,0.8,2.9,1,3
8,Sat,2020-10-31,21:00:00,Alavés,1–1,Barcelona,,Estadio de Mendizorroza,Alejandro Hernández,1.1,2.3,1,1
8,Sun,2020-11-01,14:00:00,Betis,3–1,Elche,,Estadio Benito Villamarín,David Medié,3.1,0.5,3,1
8,Sun,2020-11-01,16:00:00,Celta Vigo,1–4,Real Sociedad,,Estadio de Balaídos,Adrián Cordero,1.4,3.4,1,4
8,Sun,2020-11-01,18:30:00,Granada,1–1,Levante,,Estadio Nuevo Los Cármenes,Santiago Jaime,0.6,1.0,1,1
8,Sun,2020-11-01,21:00:00,Valencia,2–2,Getafe,,Estadio de Mestalla,Jorge Figueroa,1.4,2.1,2,2
8,Mon,2020-11-02,21:00:00,Villarreal,2–0,Valladolid,,Estadio de la Cerámica,Alberola Rojas,2.0,1.0,2,0
9,Fri,2020-11-06,21:00:00,Elche,1–1,Celta Vigo,,Estadio Manuel Martínez Valero,Ricardo de Burgos,1.4,2.1,1,1
9,Sat,2020-11-07,14:00:00,Huesca,1–1,Eibar,,Estadio El Alcoraz,Mario Melero,1.6,0.8,1,1
9,Sat,2020-11-07,16:15:00,Barcelona,5–2,Betis,,Camp Nou,Guillermo Cuadra,4.4,1.2,5,2
9,Sat,2020-11-07,18:30:00,Sevilla,1–0,Osasuna,,Estadio Ramón Sánchez Pizjuán,Juan Martínez,1.3,0.5,1,0
9,Sat,2020-11-07,21:00:00,Atlético Madrid,4–0,Cádiz,,Estadio Wanda Metropolitano,Adrián Cordero,1.9,0.4,4,0
9,Sun,2020-11-08,14:00:00,Getafe,1–3,Villarreal,,Coliseum Alfonso Pérez,José Luis Munuera,0.7,2.0,1,3
9,Sun,2020-11-08,16:15:00,Real Sociedad,2–0,Granada,,Estadio Municipal de Anoeta,Carlos del Cerro,2.6,0.8,2,0
9,Sun,2020-11-08,18:30:00,Levante,1–1,Alavés,,Estadio Ciudad de Valencia,Isidro Díaz de Mera,1.8,0.8,1,1
9,Sun,2020-11-08,18:30:00,Valladolid,2–1,Athletic Club,,Estadio Municipal José Zorrilla,César Soto,2.3,2.1,2,1
9,Sun,2020-11-08,21:00:00,Valencia,4–1,Real Madrid,,Estadio de Mestalla,Jesús Gil,2.5,1.5,4,1
10,Fri,2020-11-20,21:00:00,Osasuna,1–1,Huesca,,Estadio El Sadar,Valentín Pizarro,1.2,1.0,1,1
10,Sat,2020-11-21,14:00:00,Levante,1–1,Elche,,Estadio Ciudad de Valencia,Jorge Figueroa,0.7,0.7,1,1
10,Sat,2020-11-21,16:15:00,Villarreal,1–1,Real Madrid,,Estadio de la Cerámica,Alejandro Hernández,2.0,0.6,1,1
10,Sat,2020-11-21,18:30:00,Sevilla,4–2,Celta Vigo,,Estadio Ramón Sánchez Pizjuán,César Soto,1.6,1.6,4,2
10,Sat,2020-11-21,21:00:00,Atlético Madrid,1–0,Barcelona,,Estadio Wanda Metropolitano,José Luis Munuera,0.9,1.2,1,0
10,Sun,2020-11-22,14:00:00,Eibar,0–0,Getafe,,Estadio Municipal de Ipurúa,Pablo González,1.8,0.8,0,0
10,Sun,2020-11-22,16:15:00,Cádiz,0–1,Real Sociedad,,Estadio Nuevo Mirandilla,Javier Estrada,0.1,1.6,0,1
10,Sun,2020-11-22,18:30:00,Granada,1–3,Valladolid,,Estadio Nuevo Los Cármenes,David Medié,1.5,1.4,1,3
10,Sun,2020-11-22,21:00:00,Alavés,2–2,Valencia,,Estadio de Mendizorroza,Santiago Jaime,1.6,2.7,2,2
10,Mon,2020-11-23,21:00:00,Athletic Club,4–0,Betis,,San Mamés,Alberola Rojas,2.5,0.4,4,0
11,Fri,2020-11-27,21:00:00,Valladolid,1–1,Levante,,Estadio Municipal José Zorrilla,Valentín Pizarro,1.3,1.3,1,1
11,Sat,2020-11-28,14:00:00,Elche,1–1,Cádiz,,Estadio Manuel Martínez Valero,Carlos del Cerro,0.2,0.6,1,1
11,Sat,2020-11-28,16:15:00,Valencia,0–1,Atlético Madrid,,Estadio de Mestalla,Ricardo de Burgos,0.1,0.8,0,1
11,Sat,2020-11-28,18:30:00,Huesca,0–1,Sevilla,,Estadio El Alcoraz,Guillermo Cuadra,0.2,1.1,0,1
11,Sat,2020-11-28,21:00:00,Real Madrid,1–2,Alavés,,Estadio Alfredo Di Stéfano,Adrián Cordero,2.3,2.3,1,2
11,Sun,2020-11-29,14:00:00,Barcelona,4–0,Osasuna,,Camp Nou,Antonio Matéu Lahoz,3.7,1.1,4,0
11,Sun,2020-11-29,16:15:00,Getafe,1–1,Athletic Club,,Coliseum Alfonso Pérez,Mario Melero,0.7,0.2,1,1
11,Sun,2020-11-29,18:30:00,Celta Vigo,3–1,Granada,,Estadio de Balaídos,Isidro Díaz de Mera,3.5,1.1,3,1
11,Sun,2020-11-29,21:00:00,Real Sociedad,1–1,Villarreal,,Estadio Municipal de Anoeta,Jesús Gil,1.9,1.3,1,1
11,Mon,2020-11-30,21:00:00,Betis,0–2,Eibar,,Estadio Benito Villamarín,Juan Martínez,0.6,2.6,0,2
12,Fri,2020-12-04,21:00:00,Athletic Club,0–2,Celta Vigo,,San Mamés,Jorge Figueroa,0.5,1.0,0,2
12,Sat,2020-12-05,14:00:00,Levante,3–0,Getafe,,Estadio Ciudad de Valencia,David Medié,2.3,0.6,3,0
12,Sat,2020-12-05,16:15:00,Sevilla,0–1,Real Madrid,,Estadio Ramón Sánchez Pizjuán,José Sánchez,0.4,1.6,0,1
12,Sat,2020-12-05,18:30:00,Atlético Madrid,2–0,Valladolid,,Estadio Wanda Metropolitano,Pablo González,1.1,0.6,2,0
12,Sat,2020-12-05,21:00:00,Cádiz,2–1,Barcelona,,Estadio Nuevo Mirandilla,César Soto,2.3,2.0,2,1
12,Sun,2020-12-06,18:30:00,Villarreal,0–0,Elche,,Estadio de la Cerámica,Santiago Jaime,0.7,0.1,0,0
12,Sun,2020-12-06,14:00:00,Granada,3–3,Huesca,,Estadio Nuevo Los Cármenes,Alberola Rojas,1.6,1.5,3,3
12,Sun,2020-12-06,16:15:00,Osasuna,0–2,Betis,,Estadio El Sadar,Alejandro Hernández,0.7,1.5,0,2
12,Sun,2020-12-06,21:00:00,Alavés,0–0,Real Sociedad,,Estadio de Mendizorroza,José Luis Munuera,0.3,1.3,0,0
12,Mon,2020-12-07,21:00:00,Eibar,0–0,Valencia,,Estadio Municipal de Ipurúa,Javier Estrada,1.3,0.8,0,0
13,Fri,2020-12-11,21:00:00,Valladolid,3–2,Osasuna,,Estadio Municipal José Zorrilla,Adrián Cordero,1.8,1.6,3,2
13,Sat,2020-12-12,16:15:00,Getafe,0–1,Sevilla,,Coliseum Alfonso Pérez,Juan Martínez,0.4,0.5,0,1
13,Sat,2020-12-12,18:30:00,Huesca,1–0,Alavés,,Estadio El Alcoraz,Mario Melero,0.5,0.2,1,0
13,Sat,2020-12-12,21:00:00,Real Madrid,2–0,Atlético Madrid,,Estadio Alfredo Di Stéfano,Antonio Matéu Lahoz,0.6,0.4,2,0
13,Sat,2020-12-12,14:00:00,Valencia,2–2,Athletic Club,,Estadio de Mestalla,Carlos del Cerro,1.6,1.7,2,2
13,Sun,2020-12-13,14:00:00,Real Sociedad,1–1,Eibar,,Estadio Municipal de Anoeta,Isidro Díaz de Mera,1.2,1.2,1,1
13,Sun,2020-12-13,16:15:00,Betis,1–1,Villarreal,,Estadio Benito Villamarín,Valentín Pizarro,0.5,1.2,1,1
13,Sun,2020-12-13,18:30:00,Elche,0–1,Granada,,Estadio Manuel Martínez Valero,Pablo González,0.5,1.6,0,1
13,Sun,2020-12-13,21:00:00,Barcelona,1–0,Levante,,Camp Nou,Ricardo de Burgos,2.2,0.9,1,0
13,Mon,2020-12-14,21:00:00,Celta Vigo,4–0,Cádiz,,Estadio de Balaídos,Guillermo Cuadra,1.7,0.8,4,0
19,Tue,2020-12-15,22:00:00,Real Madrid,3–1,Athletic Club,,Estadio Alfredo Di Stéfano,Jesús Gil,2.1,1.2,3,1
19,Wed,2020-12-16,21:00:00,Barcelona,2–1,Real Sociedad,,Camp Nou,José Sánchez,2.4,2.2,2,1
14,Fri,2020-12-18,21:00:00,Athletic Club,2–0,Huesca,,San Mamés,Valentín Pizarro,1.5,0.2,2,0
14,Sat,2020-12-19,14:00:00,Atlético Madrid,3–1,Elche,,Estadio Wanda Metropolitano,Javier Estrada,1.9,0.7,3,1
14,Sat,2020-12-19,16:15:00,Barcelona,2–2,Valencia,,Camp Nou,Alejandro Hernández,2.4,1.8,2,2
14,Sat,2020-12-19,18:30:00,Osasuna,1–3,Villarreal,,Estadio El Sadar,Jorge Figueroa,1.0,2.1,1,3
14,Sat,2020-12-19,18:30:00,Levante,2–1,Real Sociedad,,Estadio Ciudad de Valencia,César Soto,1.3,1.7,2,1
14,Sat,2020-12-19,21:00:00,Sevilla,1–1,Valladolid,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,1.8,0.5,1,1
14,Sun,2020-12-20,14:00:00,Celta Vigo,2–0,Alavés,,Estadio de Balaídos,Alberola Rojas,1.6,0.6,2,0
14,Sun,2020-12-20,16:15:00,Granada,2–0,Betis,,Estadio Nuevo Los Cármenes,José Sánchez,1.2,0.6,2,0
14,Sun,2020-12-20,18:30:00,Cádiz,0–2,Getafe,,Estadio Nuevo Mirandilla,Santiago Jaime,0.3,1.2,0,2
14,Sun,2020-12-20,21:00:00,Eibar,1–3,Real Madrid,,Estadio Municipal de Ipurúa,José Luis Munuera,0.7,2.2,1,3
15,Tue,2020-12-22,22:00:00,Valladolid,0–3,Barcelona,,Estadio Municipal José Zorrilla,Mario Melero,0.7,3.6,0,3
15,Tue,2020-12-22,17:30:00,Elche,2–2,Osasuna,,Estadio Manuel Martínez Valero,Ricardo de Burgos,1.5,2.4,2,2
15,Tue,2020-12-22,17:30:00,Valencia,0–1,Sevilla,,Estadio de Mestalla,Valentín Pizarro,0.9,1.8,0,1
15,Tue,2020-12-22,19:45:00,Huesca,1–1,Levante,,Estadio El Alcoraz,Isidro Díaz de Mera,1.6,0.6,1,1
15,Tue,2020-12-22,19:45:00,Real Sociedad,0–2,Atlético Madrid,,Estadio Municipal de Anoeta,Guillermo Cuadra,0.2,0.5,0,2
15,Tue,2020-12-22,22:00:00,Villarreal,1–1,Athletic Club,,Estadio de la Cerámica,David Medié,1.2,0.8,1,1
15,Wed,2020-12-23,19:45:00,Real Madrid,2–0,Granada,,Estadio Alfredo Di Stéfano,Juan Martínez,1.3,0.8,2,0
15,Wed,2020-12-23,17:30:00,Getafe,1–1,Celta Vigo,,Coliseum Alfonso Pérez,Pablo González,0.2,0.8,1,1
15,Wed,2020-12-23,22:00:00,Alavés,2–1,Eibar,,Estadio de Mendizorroza,Carlos del Cerro,2.3,0.6,2,1
15,Wed,2020-12-23,22:00:00,Betis,1–0,Cádiz,,Estadio Benito Villamarín,Antonio Matéu Lahoz,0.3,0.8,1,0
16,Tue,2020-12-29,17:00:00,Sevilla,2–0,Villarreal,,Estadio Ramón Sánchez Pizjuán,César Soto,1.9,0.6,2,0
16,Tue,2020-12-29,19:15:00,Barcelona,1–1,Eibar,,Camp Nou,Alberola Rojas,2.6,0.6,1,1
16,Tue,2020-12-29,21:30:00,Cádiz,0–0,Valladolid,,Estadio Nuevo Mirandilla,Alejandro Hernández,0.9,0.5,0,0
16,Tue,2020-12-29,21:30:00,Levante,4–3,Betis,,Estadio Ciudad de Valencia,Javier Estrada,1.2,3.0,4,3
16,Wed,2020-12-30,17:00:00,Granada,2–1,Valencia,,Estadio Nuevo Los Cármenes,Adrián Cordero,2.3,1.6,2,1
16,Wed,2020-12-30,19:15:00,Atlético Madrid,1–0,Getafe,,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,0.7,0.9,1,0
16,Wed,2020-12-30,19:15:00,Celta Vigo,2–1,Huesca,,Estadio de Balaídos,José Luis Munuera,2.5,1.1,2,1
16,Wed,2020-12-30,21:30:00,Elche,1–1,Real Madrid,,Estadio Manuel Martínez Valero,Jorge Figueroa,1.0,1.2,1,1
16,Thu,2020-12-31,16:15:00,Osasuna,1–1,Alavés,,Estadio El Sadar,Santiago Jaime,0.4,1.6,1,1
16,Thu,2020-12-31,14:00:00,Athletic Club,0–1,Real Sociedad,,San Mamés,José Sánchez,0.2,1.6,0,1
17,Sat,2021-01-02,18:30:00,Getafe,0–1,Valladolid,,Coliseum Alfonso Pérez,Isidro Díaz de Mera,0.6,1.0,0,1
17,Sat,2021-01-02,14:00:00,Villarreal,2–1,Levante,,Estadio de la Cerámica,Pablo González,1.9,0.5,2,1
17,Sat,2021-01-02,21:00:00,Real Madrid,2–0,Celta Vigo,,Estadio Alfredo Di Stéfano,Ricardo de Burgos,1.2,0.8,2,0
17,Sat,2021-01-02,16:15:00,Betis,1–1,Sevilla,,Estadio Benito Villamarín,Carlos del Cerro,2.4,0.5,1,1
17,Sun,2021-01-03,21:00:00,Huesca,0–1,Barcelona,,Estadio El Alcoraz,Guillermo Cuadra,0.3,2.8,0,1
17,Sun,2021-01-03,18:30:00,Eibar,2–0,Granada,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,1.9,0.7,2,0
17,Sun,2021-01-03,14:00:00,Athletic Club,1–0,Elche,,San Mamés,Mario Melero,1.6,0.3,1,0
17,Sun,2021-01-03,16:15:00,Alavés,1–2,Atlético Madrid,,Estadio de Mendizorroza,Juan Martínez,0.1,2.0,1,2
17,Sun,2021-01-03,18:30:00,Real Sociedad,1–1,Osasuna,,Estadio Municipal de Anoeta,Valentín Pizarro,0.9,0.6,1,1
17,Mon,2021-01-04,21:00:00,Valencia,1–1,Cádiz,,Estadio de Mestalla,David Medié,1.0,0.8,1,1
2,Wed,2021-01-06,21:00:00,Athletic Club,2–3,Barcelona,,San Mamés,Carlos del Cerro,0.9,1.7,2,3
18,Fri,2021-01-08,21:00:00,Celta Vigo,0–4,Villarreal,,Estadio de Balaídos,Javier Estrada,0.3,2.7,0,4
18,Sat,2021-01-09,21:00:00,Osasuna,0–0,Real Madrid,,Estadio El Sadar,César Soto,0.6,0.3,0,0
18,Sat,2021-01-09,14:00:00,Sevilla,3–2,Real Sociedad,,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,2.3,1.1,3,2
18,Sat,2021-01-09,18:30:00,Granada,0–4,Barcelona,,Estadio Nuevo Los Cármenes,Ricardo de Burgos,0.5,1.5,0,4
18,Sun,2021-01-10,14:00:00,Levante,2–1,Eibar,,Estadio Ciudad de Valencia,Javier Estrada,1.2,1.5,2,1
18,Sun,2021-01-10,21:00:00,Valladolid,0–1,Valencia,,Estadio Municipal José Zorrilla,Guillermo Cuadra,0.6,1.1,0,1
18,Sun,2021-01-10,16:15:00,Cádiz,3–1,Alavés,,Estadio Nuevo Mirandilla,José Sánchez,2.6,0.9,3,1
18,Mon,2021-01-11,19:00:00,Elche,1–3,Getafe,,Estadio Manuel Martínez Valero,José Luis Munuera,1.2,2.6,1,3
18,Mon,2021-01-11,21:00:00,Huesca,0–2,Betis,,Estadio El Alcoraz,Adrián Cordero,0.8,2.1,0,2
1,Tue,2021-01-12,21:30:00,Atlético Madrid,2–0,Sevilla,,Estadio Wanda Metropolitano,Javier Estrada,0.4,1.7,2,0
4,Tue,2021-01-12,19:00:00,Granada,2–0,Osasuna,,Estadio Nuevo Los Cármenes,Pablo González,0.8,0.7,2,0
19,Tue,2021-01-19,19:00:00,Valladolid,2–2,Elche,,Estadio Municipal José Zorrilla,Santiago Jaime,0.8,0.7,2,2
19,Tue,2021-01-19,19:00:00,Cádiz,2–2,Levante,,Estadio Nuevo Mirandilla,Carlos del Cerro,0.5,1.5,2,2
19,Tue,2021-01-19,21:30:00,Alavés,1–2,Sevilla,,Estadio de Mendizorroza,Isidro Díaz de Mera,1.4,0.8,1,2
19,Wed,2021-01-20,21:00:00,Betis,2–1,Celta Vigo,,Estadio Benito Villamarín,Juan Martínez,0.7,1.1,2,1
19,Wed,2021-01-20,19:00:00,Getafe,1–0,Huesca,,Coliseum Alfonso Pérez,David Medié,0.6,0.6,1,0
19,Wed,2021-01-20,21:30:00,Villarreal,2–2,Granada,,Estadio de la Cerámica,Valentín Pizarro,2.2,0.2,2,2
19,Thu,2021-01-21,21:30:00,Eibar,1–2,Atlético Madrid,,Estadio Municipal de Ipurúa,Mario Melero,1.6,1.3,1,2
19,Thu,2021-01-21,19:00:00,Valencia,1–1,Osasuna,,Estadio de Mestalla,Alejandro Hernández,0.7,1.2,1,1
20,Fri,2021-01-22,21:00:00,Levante,2–2,Valladolid,,Estadio Ciudad de Valencia,José Luis Munuera,1.0,0.7,2,2
20,Sat,2021-01-23,18:30:00,Real Sociedad,2–2,Betis,,Estadio Municipal de Anoeta,César Soto,2.2,0.6,2,2
20,Sat,2021-01-23,14:00:00,Huesca,0–0,Villarreal,,Estadio El Alcoraz,Alberola Rojas,0.1,0.5,0,0
20,Sat,2021-01-23,16:15:00,Sevilla,3–0,Cádiz,,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,2.1,0.8,3,0
20,Sat,2021-01-23,21:00:00,Alavés,1–4,Real Madrid,,Estadio de Mendizorroza,Alejandro Hernández,0.7,1.9,1,4
20,Sun,2021-01-24,18:30:00,Celta Vigo,1–1,Eibar,,Estadio de Balaídos,Pablo González,1.1,0.7,1,1
20,Sun,2021-01-24,14:00:00,Osasuna,3–1,Granada,,Estadio El Sadar,Javier Estrada,1.4,0.8,3,1
20,Sun,2021-01-24,16:15:00,Elche,0–2,Barcelona,,Estadio Manuel Martínez Valero,Valentín Pizarro,0.8,1.9,0,2
20,Sun,2021-01-24,21:00:00,Atlético Madrid,3–1,Valencia,,Estadio Wanda Metropolitano,Ricardo de Burgos,1.8,0.4,3,1
20,Mon,2021-01-25,21:00:00,Athletic Club,5–1,Getafe,,San Mamés,Adrián Cordero,1.7,1.1,5,1
21,Fri,2021-01-29,21:00:00,Valladolid,1–3,Huesca,,Estadio Municipal José Zorrilla,Ricardo de Burgos,1.4,1.0,1,3
21,Sat,2021-01-30,18:30:00,Valencia,1–0,Elche,,Estadio de Mestalla,Pablo González,2.4,0.8,1,0
21,Sat,2021-01-30,14:00:00,Eibar,0–2,Sevilla,,Estadio Municipal de Ipurúa,José Sánchez,0.7,1.4,0,2
21,Sat,2021-01-30,16:15:00,Real Madrid,1–2,Levante,,Estadio Alfredo Di Stéfano,David Medié,1.3,1.9,1,2
21,Sat,2021-01-30,21:00:00,Villarreal,1–1,Real Sociedad,,Estadio de la Cerámica,Isidro Díaz de Mera,0.2,1.1,1,1
21,Sun,2021-01-31,14:00:00,Getafe,0–0,Alavés,,Coliseum Alfonso Pérez,Santiago Jaime,0.3,0.3,0,0
21,Sun,2021-01-31,16:15:00,Cádiz,2–4,Atlético Madrid,,Estadio Nuevo Mirandilla,Jesús Gil,0.9,2.2,2,4
21,Sun,2021-01-31,18:30:00,Granada,0–0,Celta Vigo,,Estadio Nuevo Los Cármenes,Carlos del Cerro,0.3,0.3,0,0
21,Sun,2021-01-31,21:00:00,Barcelona,2–1,Athletic Club,,Camp Nou,Antonio Matéu Lahoz,1.9,0.3,2,1
21,Mon,2021-02-01,21:00:00,Betis,1–0,Osasuna,,Estadio Benito Villamarín,Alberola Rojas,1.4,1.4,1,0
22,Fri,2021-02-05,21:00:00,Alavés,1–0,Valladolid,,Estadio de Mendizorroza,César Soto,1.5,0.1,1,0
22,Sat,2021-02-06,16:15:00,Huesca,1–2,Real Madrid,,Estadio El Alcoraz,Javier Estrada,1.0,2.7,1,2
22,Sat,2021-02-06,18:30:00,Elche,2–2,Villarreal,,Estadio Manuel Martínez Valero,Mario Melero,1.2,1.8,2,2
